"Geneid","Chr","Start","End","Strand","Length","X.scratch_tmp.grp.msc_appbio.group8.output.alignment_SRR1166446.theAlignmentAligned.sortedByCoord.out.bam","rpkm","normalized_rpkm"
"YAL033W","NC_001133.9","82706","83227","+",522,815,0.0531919105505388,44.1090707582019
"YAL032C","NC_001133.9","83335","84474","-",1140,2434,0.0727401523691379,60.3193322932858
"YAL031C","NC_001133.9","84749","87031","-",2283,2637,0.0393516278277503,32.6320998501356
"YAL030W","NC_001133.9;NC_001133.9","87286;87501","87387;87752","+;+",354,2731,0.262831202476372,217.95118820706
"YAL029C","NC_001133.9","87855","92270","-",4416,2744,0.0211696426078772,17.5547983528341
"YAL028W","NC_001133.9","92900","94486","+",1587,1485,0.0318792437801471,26.4356704818949
"YAL027W","NC_001133.9","94687","95472","+",786,867,0.0375798493974298,31.1628632812289
"YAL026C","NC_001133.9","95630","99697","-",4068,3190,0.0267158024052899,22.1539178882744
"YNCA0001W","NC_001133.9","99305","99868","+",564,24,0.00144974166857493,1.20218952803975
"YAL025C","NC_001133.9","100225","101145","-",921,3809,0.140899621462155,116.840160628806
"YAL024C","NC_001133.9","101565","105872","-",4308,1108,0.00876238940723164,7.26615852625327
"YAL023C","NC_001133.9","106272","108551","-",2280,8494,0.12692170382569,105.249056799336
"YAL022C","NC_001133.9","108877","110430","-",1554,1761,0.0386070684308047,32.0146784643714
"YAL021C","NC_001133.9","110846","113359","-",2514,4563,0.0618363261702958,51.2774002332803
"YAL020C","NC_001133.9","113614","114615","-",1002,1563,0.0531434494586739,44.0688846902836
"YAL019W","NC_001133.9","114919","118314","+",3396,3324,0.0333466197582632,27.6524831546812
"YAL018C","NC_001133.9","118564","119541","-",978,1039,0.0361938828739874,30.0135589073442
"YAL017W","NC_001133.9","120225","124295","+",4071,4036,0.0337760251283855,28.0085649659687
"YAL016W","NC_001133.9","124879","126786","+",1908,7787,0.139043370948655,115.300876094796
"YAL015C","NC_001133.9","126903","128102","-",1200,1475,0.0418763921558153,34.7257454297316
"YAL014C","NC_001133.9","128252","129019","-",768,2390,0.106021797936863,87.9179359926468
"YAL013W","NC_001133.9","129270","130487","+",1218,2933,0.0820395479288678,68.0307999301346
"YAL012W","NC_001133.9","130799","131983","+",1185,4734,0.136103215938643,112.862770299489
"YAL011W","NC_001133.9","132199","134076","+",1878,2022,0.0366812432724573,30.4176995760729
"YAL010C","NC_001133.9","134184","135665","-",1482,1433,0.0329424936302935,27.3173640023635
"YAL009W","NC_001133.9","135854","136633","+",780,1458,0.0636826907569009,52.8084869220847
"YAL008W","NC_001133.9","136914","137510","+",597,4168,0.23785476876646,197.239631310616
"YAL007C","NC_001133.9","137698","138345","-",648,2569,0.135066480161067,112.00306341366
"YNCA0002W","NC_001133.9;NC_001133.9","139152;139219","139187;139254","+;+",72,1,0.000473179572382094,0.392381304290753
"YAL005C","NC_001133.9","139503","141431","-",1929,32537,0.574650466435938,476.525430707616
"YAL003W","NC_001133.9;NC_001133.9","142174;142620","142253;143160","+;+",621,31979,1.75441270089356,1454.83614259872
"YNCA0003W","NC_001133.9","142367","142468","+",102,492,0.164332482079052,136.271718854859
"YAL002W","NC_001133.9","143707","147531","+",3825,3464,0.030853534846712,25.5851075400126
"YAL001C","NC_001133.9;NC_001133.9","147594;151097","151006;151166","-;-",3483,3947,0.0386075405104315,32.0150699335525
"YAR002W","NC_001133.9","152257","153876","+",1620,2388,0.0502201252821529,41.6447357620586
"YAR002C-A","NC_001133.9","154065","154724","-",660,6322,0.326339046174501,270.614684261033
"YAR003W","NC_001133.9","155005","156285","+",1281,1680,0.044680562900342,37.0510870936842
"YAR007C","NC_001133.9","156754","158619","-",1866,4300,0.0785082505945853,65.1024929305558
"YAR008W","NC_001133.9","158966","159793","+",828,1372,0.0564523802876724,46.8127956075576
"YAR009C","NC_001133.9","160597","164187","-",3591,34,0.000322568530546189,0.267488006935049
"YAR010C","NC_001133.9","164544","165866","-",1323,6,0.000154507615471704,0.128124507523511
"YNCA0004W","NC_001133.9","166267","166339","+",73,3,0.00140009298129496,1.16101865379182
"YAR014C","NC_001133.9","166742","168871","-",2130,3164,0.0506075549414178,41.9660094684825
"YAR015W","NC_001133.9","169375","170295","+",921,9663,0.357446322443896,296.410205344225
"YAR018C","NC_001133.9","170396","171703","-",1308,1023,0.0266456533512045,22.095747208593
"YAR019C","NC_001133.9","172211","175135","-",2925,1255,0.0146176089437422,12.1215639848589
"YAR020C","NC_001133.9","176856","177023","-",168,1179,0.239090878216495,198.264667610913
"YAR023C","NC_001133.9","179281","179820","-",540,486,0.0306620362903597,25.4263085180408
"YNCA0005W","NC_001133.9;NC_001133.9","181141;181211","181178;181254","+;+",82,1,0.000415474746481838,0.34452992571871
"YNCA0006C","NC_001133.9","182522","182603","-",82,1,0.000415474746481838,0.34452992571871
"YAR027W","NC_001133.9","183770","184477","+",708,2882,0.138681714671715,115.000974810097
"YAR028W","NC_001133.9","184892","185596","+",705,1259,0.060840825357861,50.4518871934016
"YAR029W","NC_001133.9","186321","186545","+",225,439,0.0664722663282365,55.1217256267649
"YAR031W","NC_001133.9","186836","187732","+",897,367,0.0139390156305735,11.5588445758962
"YAR033W","NC_001133.9","188107","188811","+",705,219,0.010583114180597,8.7759835546902
"YAR035W","NC_001133.9","190193","192256","+",2064,7458,0.123103718052058,102.083015141876
"YAR035C-A","NC_001133.9","192337","192417","-",81,30,0.0126181219301892,10.4635014477534
"YAR042W","NC_001133.9","192619","196185","+",3567,3139,0.0299810397518733,24.8615962489892
"YAR050W","NC_001133.9","203403","208016","+",4614,407,0.00300521330495988,2.49205499370096
"YAR061W","NC_001133.9","218140","219145","+",1006,1,3.38657348026946e-05,0.0280829561719028
"YAR064W","NC_001133.9","220198","220497","+",300,14,0.00158988336320383,1.31840118241693
"YAR066W","NC_001133.9","221049","221660","+",612,10,0.000556681849861287,0.461625063871474
"YAR068W","NC_001133.9","222406","222891","+",486,5,0.000350503386949699,0.29065281799315
"YAR071W","NC_001133.9","225460","226863","+",1404,130,0.00315453048254729,2.61587536193835
"YBL113C","NC_001134.8","280","2658","-",2379,386,0.00552778758959359,4.58388449300067
"YBL112C","NC_001134.8","2582","2899","-",318,0,0,0
"YBL111C","NC_001134.8;NC_001134.8","2907;4216","4116;5009","-;-",2004,4,6.80018547135943e-05,0.0563901275627429
"YBL108C-A","NC_001134.8","7605","7733","-",129,0,0,0
"YNCB0001W","NC_001134.8","9583","9666","+",84,2,0.000811164981226446,0.672653664498433
"YBL107C","NC_001134.8","9961","10551","-",591,2679,0.154434283177051,128.063697160803
"YBL106C","NC_001134.8","10847","13879","-",3033,2084,0.023409049942891,19.4118133683544
"YBL105C","NC_001134.8","14241","17696","-",3456,5158,0.0508470882155592,42.1646409902438
"YBL104C","NC_001134.8","18177","21293","-",3117,2167,0.0236853928781982,19.6409690794547
"YBL103C","NC_001134.8","22076","23536","-",1461,2187,0.0509984587170253,42.2901640649138
"YBL102W","NC_001134.8","24098","24745","+",648,3010,0.158252279207789,131.229747323907
"YBL101C","NC_001134.8","24946","28299","-",3354,3304,0.0335610441606534,27.8302932960998
"YBL100W-C","NC_001134.8","28427","28546","+",120,64,0.0181700955794724,15.0674420847649
"YBL100W-B","NC_001134.8","29935","35248","+",5314,201,0.00128864410453776,1.0686003454452
"YBL100W-A","NC_001134.8","29935","31251","+",1317,0,0,0
"YNCB0002W","NC_001134.8;NC_001134.8","36398;36453","36434;36488","+;+",73,0,0,0
"YBL099W","NC_001134.8","37053","38690","+",1638,31604,0.65733482222258,545.090933661756
"YBL098W","NC_001134.8","39145","40527","+",1383,4816,0.118637717341024,98.3796110089856
"YBL097W","NC_001134.8","40831","43095","+",2265,405,0.00609179528947543,5.05158447378294
"YBL095W","NC_001134.8","43277","44089","+",813,1246,0.0522138816697938,43.2980462122165
"YBL093C","NC_001134.8","44256","44918","-",663,7323,0.376299801833926,312.044339328997
"YBL092W","NC_001134.8","45978","46370","+",393,40705,3.52869151031691,2926.14613578414
"YBL091C-A","NC_001134.8;NC_001134.8","46565;47147","47058;47180","-;-",528,2103,0.135694996461756,112.524256762289
"YBL091C","NC_001134.8","47363","48628","-",1266,5923,0.159391996619098,132.174851107913
"YBL090W","NC_001134.8","48825","49358","+",534,2306,0.14712163063997,121.999724183525
"YBL089W","NC_001134.8","49574","50953","+",1380,1052,0.0259713866163111,21.5366155885498
"YBL088C","NC_001134.8","51019","59382","-",8364,2316,0.00943372071423468,7.82285596043659
"YBL087C","NC_001134.8;NC_001134.8","59822;60698","60193;60739","-;-",414,10250,0.843494020333298,699.462325040038
"YBL086C","NC_001134.8","61202","62602","-",1401,2013,0.0489512880105433,40.5925601132652
"YBL085W","NC_001134.8","63876","66818","+",2943,3615,0.0418481750253521,34.7023465446134
"YBL084C","NC_001134.8","67169","69445","-",2277,1973,0.0295204204366758,24.4796304621551
"YBL082C","NC_001134.8","69751","71127","-",1377,1268,0.0313721149166272,26.0151369328457
"YBL081W","NC_001134.8","71866","72972","+",1107,673,0.0207121855097983,17.1754548154586
"YBL080C","NC_001134.8","73070","74695","-",1626,1422,0.0297945986093286,24.7069910568908
"YBL079W","NC_001134.8","75259","79767","+",4509,3028,0.0228788462303071,18.9721451399984
"YBL078C","NC_001134.8","80378","80731","-",354,2644,0.254458330043035,211.008034280288
"YBL076C","NC_001134.8","81043","84261","-",3219,14727,0.155866144920136,129.251059868554
"YBL075C","NC_001134.8","84499","86448","-",1950,12476,0.217971261970671,180.751353316853
"YBL074C","NC_001134.8","86722","87789","-",1068,633,0.0201925395045752,16.7445415022054
"YNCB0003W","NC_001134.8","88190","88277","+",88,21,0.00813008538001961,6.74182422826839
"YBL072C","NC_001134.8","88523","89125","-",603,11046,0.624088544063595,517.521658172615
"YBL071C-B","NC_001134.8","89458","89556","-",99,51,0.0175506605028995,14.5537792864206
"YBL071W-A","NC_001134.8","89978","90226","+",249,700,0.0957761062170985,79.4217579769234
"YBL071C","NC_001134.8","90223","90531","-",309,578,0.0637276410493631,52.8457616807895
"YBL069W","NC_001134.8","90741","92030","+",1290,977,0.0258025921237566,21.3966437744409
"YBL068W","NC_001134.8","92414","93394","+",981,1763,0.0612268320080463,50.7719808781356
"YBL067C","NC_001134.8","93639","95882","-",2244,3528,0.0535629154448351,44.4167243274153
"YBL066C","NC_001134.8","96669","100115","-",3447,1900,0.018778928198976,15.5723128595808
"YBL064C","NC_001134.8","100371","101156","-",786,23276,1.00889108947471,836.616846290525
"YBL063W","NC_001134.8","101886","105221","+",3336,863,0.00881339505681468,7.30845465330042
"YBL061C","NC_001134.8","105316","107406","-",2091,2615,0.0426065279235297,35.3312061080167
"YBL060W","NC_001134.8","107932","109995","+",2064,1763,0.0291005437014988,24.1314502138813
"YBL059C-A","NC_001134.8;NC_001134.8","110125;110506","110420;110539","-;-",330,1767,0.182423630050726,151.273694112384
"YBL059W","NC_001134.8;NC_001134.8","110594;110949","110879;111244","+;+",582,915,0.0535619763376844,44.415945578479
"YBL058W","NC_001134.8","111437","112708","+",1272,8368,0.224126414812832,185.855476658775
"YBL057C","NC_001134.8","112801","113427","-",627,1580,0.0858515281565981,71.191861524906
"YBL056W","NC_001134.8","113762","115168","+",1407,6125,0.148310015224238,122.985184926952
"YBL055C","NC_001134.8","115573","116829","-",1257,999,0.0270762611633248,22.4528261376494
"YBL054W","NC_001134.8","117589","119166","+",1578,1649,0.0356018151266041,29.5225903015415
"YBL052C","NC_001134.8","119379","121874","-",2496,2166,0.0295646236667197,24.5162857238588
"YBL051C","NC_001134.8","122753","124759","-",2007,2927,0.0496859769816103,41.2017965079474
"YBL050W","NC_001134.8;NC_001134.8","125125;125271","125154;126119","+;+",879,5741,0.222513905123189,184.518312731731
"YBL049W","NC_001134.8","126828","127244","+",417,4807,0.392732236737967,325.670836787162
"YBL048W","NC_001134.8","127299","127610","+",312,1668,0.182137736938461,151.036618974687
"YBL047C","NC_001134.8","127895","132040","-",4146,8018,0.0658863179975623,54.6358315103315
"YBL046W","NC_001134.8","132424","133749","+",1326,1970,0.0506152266566185,41.9723711920063
"YBL045C","NC_001134.8","134143","135516","-",1374,17534,0.434763176706426,360.52474005768
"YBL044W","NC_001134.8","135998","136366","+",369,11,0.00101560493584449,0.842184262867957
"YBL043W","NC_001134.8","136688","137461","+",774,2565,0.112902846805588,93.6240042330959
"YBL042C","NC_001134.8","138341","140260","-",1920,7290,0.129355465599955,107.267239060485
"YBL041W","NC_001134.8","141247","141972","+",726,10764,0.505121148805374,418.868663740727
"YBL040C","NC_001134.8;NC_001134.8","142112;142847","142749;142868","-;-",660,3476,0.17942969384729,148.790990587053
"YBL039W-B","NC_001134.8","143393","143572","+",180,967,0.183025858597394,151.773088499663
"YBL039C","NC_001134.8","143989","145728","-",1740,3803,0.0744621481559629,61.7472869055614
"YBL038W","NC_001134.8","146187","146885","+",699,3872,0.188719447649456,156.49446285464
"YBL037W","NC_001134.8","147209","150286","+",3078,1838,0.0203439544804278,16.8701014569919
"YBL036C","NC_001134.8","150447","151220","-",774,3263,0.143626506482118,119.101413572161
"YBL035C","NC_001134.8","151493","153610","-",2118,1693,0.0272326237748289,22.5824888894361
"YBL034C","NC_001134.8","153848","158389","-",4542,1358,0.0101861747840668,8.44682395603977
"YBL033C","NC_001134.8","158656","159693","-",1038,9964,0.327035463066949,271.19218376553
"YBL032W","NC_001134.8","160184","161329","+",1146,2964,0.0881154504213943,73.0692053979764
"YBL031W","NC_001134.8","161699","162715","+",1017,889,0.0297810010511633,24.6957153638569
"YBL030C","NC_001134.8","163041","163997","-",957,11171,0.397684439103225,329.77742070711
"YBL029C-A","NC_001134.8","164488","164772","-",285,2201,0.26310776559486,218.180526503734
"YBL029W","NC_001134.8","166134","167264","+",1131,9043,0.27240081950459,225.886735365598
"YBL028C","NC_001134.8","167518","167838","-",321,1169,0.124070337221982,102.884578254031
"YBL027W","NC_001134.8;NC_001134.8","168423;168809","168424;169376","+;+",570,30912,1.84761182418635,1532.12095304031
"YBL026W","NC_001134.8;NC_001134.8","170623;170805","170676;171038","+;+",288,2126,0.251494942721083,208.550663230535
"YBL025W","NC_001134.8","171481","171918","+",438,721,0.0560815021952038,46.5052471879944
"YBL024W","NC_001134.8","172534","174588","+",2055,3967,0.0657671251494224,54.5369915604584
"YBL023C","NC_001134.8","174920","177526","-",2607,2407,0.0314552790993887,26.0841003294226
"YBL022C","NC_001134.8","177874","181275","-",3402,6714,0.0672365639994365,55.7555148573146
"YBL021C","NC_001134.8","181660","182094","-",435,1191,0.0932783785997915,77.3505324265302
"YBL020W","NC_001134.8","182401","184125","+",1725,2816,0.0556162925562981,46.1194749029326
"YBL019W","NC_001134.8","184353","185915","+",1563,1956,0.0426352050785125,35.3549864656912
"YBL018C","NC_001134.8;NC_001134.8","185998;186428","186352;186474","-;-",402,1767,0.149750741086417,124.179898151957
"YBL017C","NC_001134.8","186844","191583","-",4740,7807,0.056113107669676,46.5314558369302
"YBL016W","NC_001134.8","192451","193512","+",1062,2219,0.0711854556688723,59.0301094387241
"YBL015W","NC_001134.8","194122","195702","+",1581,10507,0.226415078573905,187.753337268293
"YNCB0004W","NC_001134.8","197494","197567","+",74,0,0,0
"YNCB0005C","NC_001134.8","197629","197699","-",71,0,0,0
"YBL014C","NC_001134.8","199064","201748","-",2685,1771,0.0224715358039425,18.6343854274572
"YBL013W","NC_001134.8","202056","203261","+",1206,334,0.0094353419209325,7.82420033630516
"YBL011W","NC_001134.8","203538","205817","+",2280,3782,0.0565125834552341,46.8627187208724
"YBL010C","NC_001134.8","206107","206949","-",843,1029,0.041585917151417,34.4848707856385
"YBL009W","NC_001134.8","207194","209224","+",2031,1166,0.0195590209062637,16.2192000284674
"YBL008W-A","NC_001134.8","209409","209648","+",240,16,0.00227126194743405,1.88343026059561
"YBL008W","NC_001134.8","209653","212175","+",2523,1547,0.0208896684463762,17.3226314693306
"YBL007C","NC_001134.8","212632","216366","-",3735,8681,0.0791840360067269,65.6628839045402
"YBL006C","NC_001134.8","216587","217129","-",543,2353,0.147632026583213,122.422966938715
"YBL005W","NC_001134.8","217470","220400","+",2931,2359,0.027420199252799,22.7380347223391
"YBL005W-B","NC_001134.8","221330","226598","+",5269,171,0.00110567221392453,0.916872009570649
"YBL005W-A","NC_001134.8","221330","222652","+",1323,0,0,0
"YNCB0006W","NC_001134.8","227075","227156","+",82,8,0.00332379797185471,2.75623940574968
"YBL004W","NC_001134.8","227636","235117","+",7482,2814,0.0128134144348024,10.6254465784203
"YBL003C","NC_001134.8","235394","235792","-",399,12284,1.04887901361954,869.776591020921
"YBL002W","NC_001134.8","236492","236887","+",396,12780,1.09949726091694,911.751467061058
"YBL001C","NC_001134.8","237153","237467","-",315,9694,1.04845777706789,869.427283153042
"YBR001C","NC_001134.8","238941","241283","-",2343,3342,0.0485951179790307,40.2972082644721
"YBR002C","NC_001134.8","241708","242568","-",861,3405,0.134732524930539,111.726133054496
"YBR003W","NC_001134.8","242809","244230","+",1422,3242,0.0776733252487467,64.41013612712
"YBR004C","NC_001134.8","244366","245667","-",1302,1238,0.0323942660244626,26.8627495693245
"YBR005W","NC_001134.8","245906","246547","+",642,2049,0.108734012390009,90.167023457019
"YBR006W","NC_001134.8","247010","248503","+",1494,4305,0.0981705088725259,81.4073019263465
"YBR007C","NC_001134.8","248806","251016","-",2211,3023,0.0465809014049738,38.6269313282262
"YBR008C","NC_001134.8","252563","254209","-",1647,1912,0.0395505723451175,32.7970733903353
"YBR009C","NC_001134.8","255373","255684","-",312,14965,1.63410745400724,1355.07374277949
"YBR010W","NC_001134.8","256331","256741","+",411,28262,2.34271551672924,1942.68270164063
"YBR011C","NC_001134.8","257112","257975","-",864,36019,1.42028791813589,1177.76518327072
"YBR012W-B","NC_001134.8","259869","265140","+",5272,130,0.000840091198311153,0.696640555417573
"YBR012W-A","NC_001134.8","259869","261191","+",1323,0,0,0
"YBR013C","NC_001134.8","265492","265881","-",390,1080,0.0943447270472605,78.2347954401255
"YNCB0007W","NC_001134.8","266378","266450","+",73,3,0.00140009298129496,1.16101865379182
"YBR014C","NC_001134.8","266725","267336","-",612,2762,0.153755526931687,127.500842641301
"YBR015C","NC_001134.8","267710","269503","-",1794,4377,0.0831213507016625,68.9278783497241
"YBR016W","NC_001134.8","270247","270633","+",387,2657,0.233904767222181,193.964116372192
"YBR017C","NC_001134.8","270947","273703","-",2757,4124,0.0509612854799675,42.2593383824609
"YBR018C","NC_001134.8","274427","275527","-",1101,592,0.0183186249711302,15.1906091862752
"YBR019C","NC_001134.8","276253","278352","-",2100,391,0.00634331015319081,5.26015165637775
"YNCB0008W","NC_001134.8","276805","280645","+",3841,227,0.00201344621999816,1.66963812479252
"YBR020W","NC_001134.8","279021","280607","+",1587,0,0,0
"YBR021W","NC_001134.8","281443","283344","+",1902,3199,0.0573010013394442,47.5165094924713
"YBR022W","NC_001134.8","283738","284271","+",534,1990,0.126960990881847,105.281635353519
"YBR023C","NC_001134.8","284428","287925","-",3498,3644,0.0354909028149643,29.4306169365798
"YBR024W","NC_001134.8","289445","290350","+",906,1853,0.0696796090827035,57.7813952464184
"YBR025C","NC_001134.8","290681","291865","-",1185,20551,0.59084435799642,489.95411753798
"YBR026C","NC_001134.8","292877","294019","-",1143,5846,0.174249308985557,144.495187709212
"YBR027C","NC_001134.8","294024","294356","-",333,77,0.00787780044830729,6.53261847143523
"YBR028C","NC_001134.8","294425","296002","-",1578,3191,0.0688935064093351,57.1295243494354
"YBR029C","NC_001134.8","296369","297742","-",1374,2554,0.0633275438181939,52.5139834668253
"YBR030W","NC_001134.8","298292","299950","+",1659,1858,0.0381555578511073,31.6402660414706
"YBR031W","NC_001134.8","300166","301254","+",1089,7739,0.242111518060497,200.769514969001
"YBR032W","NC_001134.8","301519","301821","+",303,81,0.00910753553179,7.55236886674479
"YBR033W","NC_001134.8","301944","304703","+",2760,2715,0.0335134575395839,27.7908323778103
"YBR034C","NC_001134.8","304930","305976","-",1047,7593,0.24707295081471,204.883753133274
"YBR035C","NC_001134.8","306269","306955","-",687,5807,0.287974194950863,238.800862953684
"YNCB0009C","NC_001134.8","307185","307345","-",161,13,0.00275090732763751,2.28117329699469
"YNCB0010W","NC_001134.8","307587","308887","+",1301,2558,0.0669856425234777,55.5474397379352
"YBR036C","NC_001134.8","309081","310313","-",1233,6916,0.191095469932529,158.464764991232
"YBR037C","NC_001134.8","310565","311452","-",888,1966,0.075427381565124,62.5477008839692
"YBR038W","NC_001134.8","311898","314789","+",2892,1926,0.0226890586657572,18.8147649476512
"YBR039W","NC_001134.8","315575","316510","+",936,23561,0.857583377299578,711.14583926111
"YBR040W","NC_001134.8","316968","317864","+",897,820,0.0311443945969218,25.8263012322475
"YBR041W","NC_001134.8","318266","320275","+",2010,2326,0.039425039475609,32.6929760160104
"YBR042C","NC_001134.8","320416","321609","-",1194,2725,0.0777536282256003,64.4767268859679
"YBR043C","NC_001134.8","321876","323945","-",2070,3751,0.0617355330784429,51.1938181702474
"YBR044C","NC_001134.8","324341","326059","-",1719,1909,0.0378345467508866,31.3740695242323
"YNCB0011C","NC_001134.8","326792","326865","-",74,2,0.000920781870581372,0.763552808349573
"YBR045C","NC_001134.8","328173","330092","-",1920,1358,0.0240966697235581,19.9820179210066
"YBR046C","NC_001134.8","330507","331511","-",1005,2126,0.072070192540967,59.7637721496459
"YBR047W","NC_001134.8","331833","332360","+",528,858,0.055362009968705,45.9086126020181
"YBR048W","NC_001134.8;NC_001134.8","332831;333387","332875;333812","+;+",471,11456,0.828648944898232,687.152135840234
"YBR049C","NC_001134.8","334386","336818","-",2433,4945,0.0692440834159148,57.4202382160623
"YBR050C","NC_001134.8","337183","338199","-",1017,4779,0.160093817799223,132.756832085346
"YBR052C","NC_001134.8","338720","339352","-",633,6297,0.338913186800763,281.041714477976
"YBR053C","NC_001134.8","339675","340751","-",1077,4414,0.13962883337011,115.786367273942
"YBR054W","NC_001134.8","343101","344135","+",1035,20977,0.690496548859769,572.5900953118
"YBR055C","NC_001134.8","344602","347301","-",2700,2579,0.0325421364579579,26.985370233756
"YNCB0012W","NC_001134.8","347603","347686","+",84,1,0.000405582490613223,0.336326832249217
"YBR056W","NC_001134.8","347879","349384","+",1506,6116,0.138356952893493,114.731668065765
"YNCB0013W","NC_001134.8","350827","350898","+",72,3,0.00141953871714628,1.17714391287226
"YBR056W-A","NC_001134.8","351255","351455","+",201,915,0.155089901634489,128.607364809327
"YBR057C","NC_001134.8","352193","353293","-",1101,3330,0.103042265462607,85.4471766727982
"YBR058C","NC_001134.8","353672","356017","-",2346,3311,0.0480827896928014,39.8723631255248
"YBR058C-A","NC_001134.8","356324","356566","-",243,3726,0.522390247909831,433.188959936991
"YBR059C","NC_001134.8","356861","360187","-",3327,5000,0.051200675099956,42.4578507798831
"YBR060C","NC_001134.8","360652","362514","-",1863,1867,0.0341420777444394,28.3121118883415
"YBR061C","NC_001134.8","364787","365719","-",933,1870,0.0682839202845928,56.6240287349485
"YBR062C","NC_001134.8;NC_001134.8","365976;366585","366502;366600","-;-",543,1891,0.118645202834193,98.3858183090139
"YBR063C","NC_001134.8","366970","368184","-",1215,1937,0.0543140048417254,45.0395606762186
"YBR065C","NC_001134.8","368584","369678","-",1095,1380,0.0429361847597122,35.6045720496157
"YBR066C","NC_001134.8","370037","370699","-",663,13518,0.694636176593065,576.022856622885
"YBR067C","NC_001134.8","372103","372735","-",633,145424,7.82691937070259,6490.4256449492
"YBR068C","NC_001134.8","373861","375690","-",1830,25243,0.469946437205555,389.700246460779
"YBR069C","NC_001134.8","376574","378433","-",1860,122,0.00223462869021737,1.85305235316665
"YNCB0014W","NC_001134.8","376610","378633","+",2024,167,0.00281102330944777,2.33102411205139
"YBR070C","NC_001134.8","379221","379934","-",714,872,0.0416079919782036,34.5031762025079
"YBR071W","NC_001134.8","380411","381046","+",636,5776,0.309405872839129,256.572952481138
"YBR072W","NC_001134.8","382030","382674","+",645,169491,8.95252229610569,7423.82507671189
"YBR072C-A","NC_001134.8","382860","383021","-",162,31,0.0065193629972644,5.40614241467259
"YBR073W","NC_001134.8","383112","385988","+",2877,3294,0.0390069700461301,32.3462944650779
"YBR074W","NC_001134.8","386286","389216","+",2931,2006,0.023317049470587,19.3355225320102
