"Geneid","Chr","Start","End","Strand","Length","X.scratch_tmp.grp.msc_appbio.group8.output.alignment.theAlignmentAligned.sortedByCoord.out.bam","rpkm","normalized_rpkm"
"YAL017W","NC_001133.9","120225","124295","+",4071,3734,0.0283932413260504,25.3099766182064
"YAL016W","NC_001133.9","124879","126786","+",1908,7442,0.120740524411102,107.629129574269
"YAL015C","NC_001133.9","126903","128102","-",1200,2169,0.0559525737626727,49.876599765396
"YAL014C","NC_001133.9","128252","129019","-",768,3035,0.122331763895885,109.047573974165
"YAL013W","NC_001133.9","129270","130487","+",1218,3928,0.0998311222577784,88.9903107960925
"YAL012W","NC_001133.9","130799","131983","+",1185,34260,0.894974725380846,797.788076153611
"YAL011W","NC_001133.9","132199","134076","+",1878,1692,0.0278898727808319,24.8612696191175
"YAL010C","NC_001133.9","134184","135665","-",1482,1731,0.0361568532610548,32.2305262761811
"YAL009W","NC_001133.9","135854","136633","+",780,1688,0.0669914845631744,59.7167786672259
"YAL008W","NC_001133.9","136914","137510","+",597,3333,0.172823479639774,154.056318492476
"YAL007C","NC_001133.9","137698","138345","-",648,3187,0.152247026775983,135.714293540561
"YNCA0002W","NC_001133.9;NC_001133.9","139152;139219","139187;139254","+;+",72,1,0.000429941399743912,0.383253417591793
"YAL005C","NC_001133.9","139503","141431","-",1929,17985,0.288615716618137,257.274502596146
"YAL003W","NC_001133.9;NC_001133.9","142174;142620","142253;143160","+;+",621,20757,1.03470071124457,922.341007414824
"YNCA0003W","NC_001133.9","142367","142468","+",102,279,0.0846731650789774,75.4783789469014
"YAL002W","NC_001133.9","143707","147531","+",3825,3315,0.0268283433440201,23.9150132577279
"YAL001C","NC_001133.9;NC_001133.9","147594;151097","151006;151166","-;-",3483,4316,0.0383592161507953,34.1937312728926
"YAR002W","NC_001133.9","152257","153876","+",1620,3299,0.0630389634557851,56.1934677615701
"YAR002C-A","NC_001133.9","154065","154724","-",660,6327,0.296753371219607,264.528477065812
"YAR003W","NC_001133.9","155005","156285","+",1281,2398,0.057948448332697,51.65573931907
"YAR007C","NC_001133.9","156754","158619","-",1866,2971,0.0492870443204821,43.9348901735775
"YAR008W","NC_001133.9","158966","159793","+",828,1266,0.0473309401805037,42.1912023192357
"YAR009C","NC_001133.9","160597","164187","-",3591,161,0.00138788100969964,1.23716892696298
"YAR010C","NC_001133.9","164544","165866","-",1323,9,0.000210583542731712,0.187715959636797
"YNCA0004W","NC_001133.9","166267","166339","+",73,8,0.00339241433222593,3.02402696620374
"YAR014C","NC_001133.9","166742","168871","-",2130,4758,0.0691491103092349,61.6401045938621
"YAR015W","NC_001133.9","169375","170295","+",921,13127,0.441212306535895,393.30039969205
"YAR018C","NC_001133.9","170396","171703","-",1308,1506,0.0356417475971191,31.7713567097197
"YAR019C","NC_001133.9","172211","175135","-",2925,1388,0.0146894440084812,13.0942952275055
"YAR020C","NC_001133.9","176856","177023","-",168,326,0.0600689555642208,53.5459774863963
"YAR023C","NC_001133.9","179281","179820","-",540,666,0.0381787962972594,34.0329034821512
"YNCA0005W","NC_001133.9;NC_001133.9","181141;181211","181178;181254","+;+",82,3,0.00113252856517908,1.00954558780277
"YNCA0006C","NC_001133.9","182522","182603","-",82,4,0.00151003808690545,1.34606078373703
"YAR027W","NC_001133.9","183770","184477","+",708,2893,0.126490217233133,112.754454619633
"YAR028W","NC_001133.9","184892","185596","+",705,2395,0.10516183683949,93.7421550773459
"YAR029W","NC_001133.9","186321","186545","+",225,602,0.0828239112466672,73.8299383648831
"YAR031W","NC_001133.9","186836","187732","+",897,426,0.0147014075952567,13.1049596704297
"YAR033W","NC_001133.9","188107","188811","+",705,321,0.0140947597601153,12.5641886345837
"YAR035W","NC_001133.9","190193","192256","+",2064,10731,0.160943063743672,143.466014796891
"YAR035C-A","NC_001133.9","192337","192417","-",81,54,0.0206371871877078,18.3961640444061
"YAR042W","NC_001133.9","192619","196185","+",3567,3235,0.0280745586847076,25.0259002033867
"YAR050W","NC_001133.9","203403","208016","+",4614,389,0.00260983934200856,2.3264329692048
"YAR061W","NC_001133.9","218140","219145","+",1006,0,0,0
"YAR064W","NC_001133.9","220198","220497","+",300,19,0.00196053278283224,1.74763558421858
"YAR066W","NC_001133.9","221049","221660","+",612,13,0.000657557434902453,0.586152285728625
"YAR068W","NC_001133.9","222406","222891","+",486,7,0.000445865155289983,0.397447988613712
"YAR071W","NC_001133.9","225460","226863","+",1404,187,0.00412302778215956,3.67530200459822
"YBL113C","NC_001134.8","280","2658","-",2379,348,0.0045282100512751,4.03648492273223
"YBL112C","NC_001134.8","2582","2899","-",318,0,0,0
"YBL111C","NC_001134.8;NC_001134.8","2907;4216","4116;5009","-;-",2004,0,0,0
"YBL108C-A","NC_001134.8","7605","7733","-",129,0,0,0
"YNCB0001W","NC_001134.8","9583","9666","+",84,6,0.00221112719868297,1.97101757618637
"YBL107C","NC_001134.8","9961","10551","-",591,2631,0.137808222058018,122.843420306681
"YBL106C","NC_001134.8","10847","13879","-",3033,3271,0.0333848859005896,29.7595710134779
"YBL105C","NC_001134.8","14241","17696","-",3456,3803,0.0340638988172103,30.3648488979498
"YBL104C","NC_001134.8","18177","21293","-",3117,2322,0.0230604180220681,20.5562526039995
"YBL103C","NC_001134.8","22076","23536","-",1461,3630,0.0769127202170218,68.5606524447578
"YBL102W","NC_001134.8","24098","24745","+",648,4716,0.22528929346581,200.8247908181
"YBL101C","NC_001134.8","24946","28299","-",3354,2570,0.0237198439500934,21.1440704803773
"YBL100W-C","NC_001134.8","28427","28546","+",120,68,0.0175416091095516,15.6367394377452
"YBL100W-B","NC_001134.8","29935","35248","+",5314,468,0.00272625242863584,2.43020458396181
"YBL100W-A","NC_001134.8","29935","31251","+",1317,0,0,0
"YNCB0002W","NC_001134.8;NC_001134.8","36398;36453","36434;36488","+;+",73,2,0.000848103583056483,0.756006741550935
"YBL099W","NC_001134.8","37053","38690","+",1638,10733,0.202837848063798,180.811381582977
"YBL098W","NC_001134.8","39145","40527","+",1383,7470,0.167201505739888,149.044843179733
"YBL097W","NC_001134.8","40831","43095","+",2265,375,0.00512512926847047,4.56858378586244
"YBL095W","NC_001134.8","43277","44089","+",813,916,0.0348776078670485,31.0901960602878
"YBL093C","NC_001134.8","44256","44918","-",663,6487,0.302881070784299,269.990760534077
"YBL092W","NC_001134.8","45978","46370","+",393,32032,2.52309305342235,2249.1065903451
"YBL091C-A","NC_001134.8;NC_001134.8","46565;47147","47058;47180","-;-",528,1931,0.113211387668931,100.917593095875
"YBL091C","NC_001134.8","47363","48628","-",1266,8790,0.214929947132644,191.590381457736
"YBL090W","NC_001134.8","48825","49358","+",534,1827,0.105910508404332,94.4095272728368
"YBL089W","NC_001134.8","49574","50953","+",1380,1414,0.0317184594384987,28.2741043030328
"YBL088C","NC_001134.8","51019","59382","-",8364,2202,0.00814976438079851,7.26476922987485
"YBL087C","NC_001134.8;NC_001134.8","59822;60698","60193;60739","-;-",414,8562,0.640201437323021,570.681001986249
"YBL086C","NC_001134.8","61202","62602","-",1401,1928,0.0426001037450756,37.9740945156477
"YBL085W","NC_001134.8","63876","66818","+",2943,3933,0.0413690403716894,36.8767141624104
"YBL084C","NC_001134.8","67169","69445","-",2277,1971,0.026795715380087,23.8859284133889
"YBL082C","NC_001134.8","69751","71127","-",1377,1663,0.0373852312561634,33.3255128604001
"YBL081W","NC_001134.8","71866","72972","+",1107,1028,0.0287466509877555,25.6250089941049
"YBL080C","NC_001134.8","73070","74695","-",1626,1493,0.0284237273719997,25.3371521386515
"YBL079W","NC_001134.8","75259","79767","+",4509,2896,0.0198820006971396,17.7229843887558
"YBL078C","NC_001134.8","80378","80731","-",354,2009,0.175678428220783,156.601243920389
"YBL076C","NC_001134.8","81043","84261","-",3219,20698,0.199044035606326,177.429544916644
"YBL075C","NC_001134.8","84499","86448","-",1950,2480,0.0393694032503963,35.0942206385593
"YBL074C","NC_001134.8","86722","87789","-",1068,937,0.0271587702175311,24.2095585809108
"YNCB0003W","NC_001134.8","88190","88277","+",88,14,0.00492478330615753,4.38999369241509
"YBL072C","NC_001134.8","88523","89125","-",603,9133,0.468854304938644,417.940711983982
"YBL071C-B","NC_001134.8","89458","89556","-",99,74,0.0231386644225814,20.6260021103947
"YBL071W-A","NC_001134.8","89978","90226","+",249,892,0.110893801032743,98.8516766723507
"YBL071C","NC_001134.8","90223","90531","-",309,719,0.0720297941163198,64.2079706210096
"YBL069W","NC_001134.8","90741","92030","+",1290,1277,0.0306438233008172,27.3161645171007
"YBL068W","NC_001134.8","92414","93394","+",981,1912,0.0603337949585585,53.7820575732484
"YBL067C","NC_001134.8","93639","95882","-",2244,2737,0.0377566720138744,33.6566183085157
"YBL066C","NC_001134.8","96669","100115","-",3447,1142,0.0102557300993744,9.14204496897813
"YBL064C","NC_001134.8","100371","101156","-",786,8995,0.354258585407312,315.789113701207
"YBL063W","NC_001134.8","101886","105221","+",3336,876,0.00812867624839568,7.24597108943333
"YBL061C","NC_001134.8","105316","107406","-",2091,3850,0.0569965356331958,50.8071962488977
"YBL060W","NC_001134.8","107932","109995","+",2064,2284,0.0342553310586661,30.5354932248717
"YBL059C-A","NC_001134.8;NC_001134.8","110125;110506","110420;110539","-;-",330,1288,0.120821350444398,107.70117858725
"YBL059W","NC_001134.8;NC_001134.8","110594;110949","110879;111244","+;+",582,670,0.0356363799375366,31.7665719323507
"YBL058W","NC_001134.8","111437","112708","+",1272,7789,0.189555484675773,168.971369978631
"YBL057C","NC_001134.8","112801","113427","-",627,2718,0.134191087981315,119.619076250468
"YBL056W","NC_001134.8","113762","115168","+",1407,6552,0.144152292594735,128.498578698239
"YBL055C","NC_001134.8","115573","116829","-",1257,1693,0.0416930285307748,37.1655199608347
"YBL054W","NC_001134.8","117589","119166","+",1578,1604,0.0314658253318282,28.048904113334
"YBL052C","NC_001134.8","119379","121874","-",2496,2475,0.0306953355105629,27.3620829386449
"YBL051C","NC_001134.8","122753","124759","-",2007,3115,0.0480454694242972,42.8281397595852
"YBL050W","NC_001134.8;NC_001134.8","125125;125271","125154;126119","+;+",879,5461,0.192320271727086,171.435924652733
"YBL049W","NC_001134.8","126828","127244","+",417,3883,0.288252510251328,256.95073735406
"YBL048W","NC_001134.8","127299","127610","+",312,1398,0.138705710040459,123.643448721537
"YBL047C","NC_001134.8","127895","132040","-",4146,8011,0.0598134973085119,53.3182598262435
"YBL046W","NC_001134.8","132424","133749","+",1326,2166,0.0505657776567591,45.0747639368592
"YBL045C","NC_001134.8","134143","135516","-",1374,5376,0.121119561485936,107.967006444025
"YBL044W","NC_001134.8","135998","136366","+",369,39,0.00327174918829513,2.91646503143023
"YBL043W","NC_001134.8","136688","137461","+",774,1136,0.0454338074520078,40.5000820822583
"YBL042C","NC_001134.8","138341","140260","-",1920,3157,0.0508996874621824,45.3724139751484
"YBL041W","NC_001134.8","141247","141972","+",726,6879,0.293312418727772,261.461182771631
"YBL040C","NC_001134.8;NC_001134.8","142112;142847","142749;142868","-;-",660,4401,0.206418774575232,184.003449907798
"YBL039W-B","NC_001134.8","143393","143572","+",180,563,0.0968228032223289,86.3086696416719
"YBL039C","NC_001134.8","143989","145728","-",1740,3021,0.0537456400810907,47.909320325992
"YBL038W","NC_001134.8","146187","146885","+",699,2442,0.108145946593095,96.4022158721881
"YBL037W","NC_001134.8","147209","150286","+",3078,1679,0.0168858856180123,15.0522219447163
"YBL036C","NC_001134.8","150447","151220","-",774,6092,0.243646791371154,217.188820462252
"YBL035C","NC_001134.8","151493","153610","-",2118,1653,0.0241595399584143,21.5360192389541
"YBL034C","NC_001134.8","153848","158389","-",4542,1302,0.00887371787265373,7.91010752503854
"YBL033C","NC_001134.8","158656","159693","-",1038,5755,0.171628630441125,152.991219762366
"YBL032W","NC_001134.8","160184","161329","+",1146,3447,0.0931104505707181,82.9994469385703
"YBL031W","NC_001134.8","161699","162715","+",1017,1177,0.0358259134512272,31.9355237172064
"YBL030C","NC_001134.8","163041","163997","-",957,2530,0.0818371216064273,72.9503056933345
"YBL029C-A","NC_001134.8","164488","164772","-",285,1365,0.148261897427479,132.161915371654
"YBL029W","NC_001134.8","166134","167264","+",1131,5053,0.138301998487384,123.28357681218
"YBL028C","NC_001134.8","167518","167838","-",321,1237,0.119290656781283,106.336705247338
"YBL027W","NC_001134.8;NC_001134.8","168423;168809","168424;169376","+;+",570,27409,1.48853858849443,1326.89594813981
"YBL026W","NC_001134.8;NC_001134.8","170623;170805","170676;171038","+;+",288,1773,0.190571525436489,169.877077347562
"YBL025W","NC_001134.8","171481","171918","+",438,971,0.0686257149289871,61.1735455038298
"YBL024W","NC_001134.8","172534","174588","+",2055,3510,0.0528733773933243,47.1317779531864
"YBL023C","NC_001134.8","174920","177526","-",2607,2155,0.0255886872206618,22.8099732541399
"YBL022C","NC_001134.8","177874","181275","-",3402,5730,0.0521389253022776,46.477081117481
"YBL021C","NC_001134.8","181660","182094","-",435,1308,0.093080830488006,82.9730433451143
"YBL020W","NC_001134.8","182401","184125","+",1725,2670,0.0479141650358085,42.711093911795
"YBL019W","NC_001134.8","184353","185915","+",1563,1592,0.0315301362791082,28.1062314382864
"YBL018C","NC_001134.8;NC_001134.8","185998;186428","186352;186474","-;-",402,1613,0.124208145275271,110.72019628219
"YBL017C","NC_001134.8","186844","191583","-",4740,8004,0.0522721665349408,46.5958534846286
"YBL016W","NC_001134.8","192451","193512","+",1062,2964,0.0863963599214206,77.014449474039
"YBL015W","NC_001134.8","194122","195702","+",1581,4449,0.087110859390998,77.6513603733991
"YNCB0004W","NC_001134.8","197494","197567","+",74,0,0,0
"YNCB0005C","NC_001134.8","197629","197699","-",71,0,0,0
"YBL014C","NC_001134.8","199064","201748","-",2685,1783,0.0205564831037335,18.3242237380872
"YBL013W","NC_001134.8","202056","203261","+",1206,335,0.00859882799487824,7.66506835183587
"YBL011W","NC_001134.8","203538","205817","+",2280,4027,0.0546749689505916,48.7377319781732
"YBL010C","NC_001134.8","206107","206949","-",843,1325,0.0486552900777808,43.3717390726656
"YBL009W","NC_001134.8","207194","209224","+",2031,1264,0.0192654391471659,17.1733761832565
"YBL008W-A","NC_001134.8","209409","209648","+",240,14,0.00180575387892443,1.60966435388553
"YBL008W","NC_001134.8","209653","212175","+",2523,1643,0.0201586792802639,17.9696180291077
"YBL007C","NC_001134.8","212632","216366","-",3735,7474,0.0619447136710553,55.2180442039723
"YBL006C","NC_001134.8","216587","217129","-",543,2665,0.151928463688512,135.430323697078
"YBL005W","NC_001134.8","217470","220400","+",2931,3245,0.0342720943828617,30.5504361945229
"YBL005W-B","NC_001134.8","221330","226598","+",5269,449,0.00263790957884251,2.35145501687369
"YBL005W-A","NC_001134.8","221330","222652","+",1323,0,0,0
"YNCB0006W","NC_001134.8","227075","227156","+",82,4,0.00151003808690545,1.34606078373703
"YBL004W","NC_001134.8","227636","235117","+",7482,2022,0.00836575631386229,7.4573062746169
"YBL003C","NC_001134.8","235394","235792","-",399,21769,1.68891326274139,1505.51163564916
"YBL002W","NC_001134.8","236492","236887","+",396,21428,1.67505169340228,1493.15531493763
"YBL001C","NC_001134.8","237153","237467","-",315,7844,0.770848077620856,687.140527449149
"YBR001C","NC_001134.8","238941","241283","-",2343,3895,0.0514608476927796,45.8726369737271
"YBR002C","NC_001134.8","241708","242568","-",861,2948,0.105990292385649,94.4806473918277
"YBR003W","NC_001134.8","242809","244230","+",1422,3640,0.0792398326616627,70.6350602548925
"YBR004C","NC_001134.8","244366","245667","-",1302,1422,0.033808848134701,30.1374945520109
"YBR005W","NC_001134.8","245906","246547","+",642,1973,0.0951335755171669,84.8028777093766
"YBR006W","NC_001134.8","247010","248503","+",1494,4961,0.102792254656846,91.6298893818259
"YBR007C","NC_001134.8","248806","251016","-",2211,4438,0.0621355744498284,55.3881791242023
"YBR008C","NC_001134.8","252563","254209","-",1647,2869,0.0539235792727993,48.0679368336986
"YBR009C","NC_001134.8","255373","255684","-",312,30045,2.98098215891673,2657.27283035664
"YBR010W","NC_001134.8","256331","256741","+",411,31664,2.3848755296043,2125.89831497107
"YBR011C","NC_001134.8","257112","257975","-",864,57841,2.07235337521563,1847.31341057724
"YBR012W-B","NC_001134.8","259869","265140","+",5272,323,0.00189657002891586,1.6906186417896
"YBR012W-A","NC_001134.8","259869","261191","+",1323,0,0,0
"YBR013C","NC_001134.8","265492","265881","-",390,1022,0.0811200204070667,72.3110755899347
"YNCB0007W","NC_001134.8","266378","266450","+",73,1,0.000424051791528242,0.378003370775467
"YBR014C","NC_001134.8","266725","267336","-",612,2893,0.146331819936369,130.441427893301
"YBR015C","NC_001134.8","267710","269503","-",1794,3835,0.066173589351889,58.9876999249978
"YBR016W","NC_001134.8","270247","270633","+",387,3292,0.263324109387341,234.729348969709
"YBR017C","NC_001134.8","270947","273703","-",2757,4202,0.0471803376293515,42.0569539252418
"YBR018C","NC_001134.8","274427","275527","-",1101,697,0.0195968930106707,17.4688369740477
"YBR019C","NC_001134.8","276253","278352","-",2100,540,0.00796005791525871,7.09566327427092
"YNCB0008W","NC_001134.8","276805","280645","+",3841,251,0.00202288491959697,1.80321680883074
"YBR020W","NC_001134.8","279021","280607","+",1587,0,0,0
"YBR021W","NC_001134.8","281443","283344","+",1902,1324,0.0215486087038841,19.208612929648
"YBR022W","NC_001134.8","283738","284271","+",534,1708,0.0990121227994518,88.2602477186674
"YBR023C","NC_001134.8","284428","287925","-",3498,3845,0.0340265800757875,30.3315826546918
"YBR024W","NC_001134.8","289445","290350","+",906,1618,0.0552830610425682,49.2797904368362
"YBR025C","NC_001134.8","290681","291865","-",1185,14148,0.369588511812265,329.454340380072
"YBR026C","NC_001134.8","292877","294019","-",1143,4831,0.130837600136242,116.629748685729
"YBR027C","NC_001134.8","294024","294356","-",333,100,0.00929603026473323,8.2865603803631
"YBR028C","NC_001134.8","294425","296002","-",1578,3168,0.0621469667401694,55.3983343086297
"YBR029C","NC_001134.8","296369","297742","-",1374,2301,0.0518407944529646,46.2113247447362
"YBR030W","NC_001134.8","298292","299950","+",1659,1844,0.0344077515136827,30.6713621138199
"YBR031W","NC_001134.8","300166","301254","+",1089,9423,0.267857045275166,238.770046543304
"YBR032W","NC_001134.8","301519","301821","+",303,137,0.0139965081421582,12.4766063073447
"YBR033W","NC_001134.8","301944","304703","+",2760,1712,0.0192015567746498,17.1164308934909
"YBR034C","NC_001134.8","304930","305976","-",1047,4657,0.137689657210824,122.737730594268
"YBR035C","NC_001134.8","306269","306955","-",687,9615,0.433245752859848,386.198946041407
"YNCB0009C","NC_001134.8","307185","307345","-",161,39,0.00749860528249009,6.68432047576246
"YNCB0010W","NC_001134.8","307587","308887","+",1301,3427,0.081541476355428,72.6867650040503
"YBR036C","NC_001134.8","309081","310313","-",1233,7072,0.177550106802274,158.269674114404
"YBR037C","NC_001134.8","310565","311452","-",888,2056,0.0716723933410932,63.8893805325995
"YBR038W","NC_001134.8","311898","314789","+",2892,2478,0.0265243515825414,23.6440324180696
"YBR039W","NC_001134.8","315575","316510","+",936,6532,0.216029017163633,192.570101823815
"YBR040W","NC_001134.8","316968","317864","+",897,519,0.0179108698167564,15.9659015703123
"YBR041W","NC_001134.8","318266","320275","+",2010,2995,0.046125653453123,41.1167994873106
"YBR042C","NC_001134.8","320416","321609","-",1194,2787,0.0722560812715346,64.409684914271
"YBR043C","NC_001134.8","321876","323945","-",2070,5064,0.0757295042888059,67.5059237107771
"YBR044C","NC_001134.8","324341","326059","-",1719,2287,0.0411843342916995,36.7120655929814
"YNCB0011C","NC_001134.8","326792","326865","-",74,5,0.00209160680956498,1.8644760855817
"YBR045C","NC_001134.8","328173","330092","-",1920,1178,0.0189926613336873,16.9302197221175
"YBR046C","NC_001134.8","330507","331511","-",1005,3686,0.113535331304315,101.206359205494
"YBR047W","NC_001134.8","331833","332360","+",528,2870,0.168263429627049,149.991451157515
"YBR048W","NC_001134.8;NC_001134.8","332831;333387","332875;333812","+;+",471,10402,0.683656118237376,609.416873853223
"YBR049C","NC_001134.8","334386","336818","-",2433,4460,0.0567459031178648,50.5837802947294
"YBR050C","NC_001134.8","337183","338199","-",1017,264,0.00803571890494816,7.16310812348555
"YBR052C","NC_001134.8","338720","339352","-",633,5972,0.292050431007087,260.336236192401
"YBR053C","NC_001134.8","339675","340751","-",1077,4029,0.115803937575591,103.228614115476
"YBR054W","NC_001134.8","343101","344135","+",1035,13174,0.394020730450525,351.233427711602
"YBR055C","NC_001134.8","344602","347301","-",2700,3223,0.0369520301699901,32.9393537306227
"YNCB0012W","NC_001134.8","347603","347686","+",84,1,0.000368521199780496,0.328502929364394
"YBR056W","NC_001134.8","347879","349384","+",1506,5891,0.121089312472895,107.940042216729
"YNCB0013W","NC_001134.8","350827","350898","+",72,2,0.000859882799487823,0.766506835183587
"YBR056W-A","NC_001134.8","351255","351455","+",201,457,0.0703820488416601,62.7391564798028
"YBR057C","NC_001134.8","352193","353293","-",1101,3082,0.0866536933413015,77.2438386714708
"YBR058C","NC_001134.8","353672","356017","-",2346,3060,0.0403771053672543,35.9924948694902
"YBR058C-A","NC_001134.8","356324","356566","-",243,4496,0.572745639481075,510.550330516356
"YBR059C","NC_001134.8","356861","360187","-",3327,4944,0.0460010159855848,41.0056965895147
"YBR060C","NC_001134.8","360652","362514","-",1863,1730,0.0287458404466461,25.6242864708716
"YBR061C","NC_001134.8","364787","365719","-",933,1711,0.0567688541449646,50.6042390353357
"YBR062C","NC_001134.8;NC_001134.8","365976;366585","366502;366600","-;-",543,1699,0.0968579586517002,86.3400074901821
"YBR063C","NC_001134.8","366970","368184","-",1215,2123,0.0540898128388933,48.216118847252
"YBR065C","NC_001134.8","368584","369678","-",1095,1587,0.044864679543688,39.9927566280445
"YBR066C","NC_001134.8","370037","370699","-",663,14825,0.692186199225719,617.020660539186
"YBR067C","NC_001134.8","372103","372735","-",633,123430,6.03613273596865,5380.66001895982
"YBR068C","NC_001134.8","373861","375690","-",1830,22466,0.380028727343478,338.760837230842
"YBR069C","NC_001134.8","376574","378433","-",1860,97,0.00161436061065133,1.43905476798983
"YNCB0014W","NC_001134.8","376610","378633","+",2024,171,0.00261533523401534,2.33133205404652
"YBR070C","NC_001134.8","379221","379934","-",714,1268,0.0549746919201963,49.0049075804767
"YBR071W","NC_001134.8","380411","381046","+",636,3947,0.192110796768591,171.249196894507
"YBR072W","NC_001134.8","382030","382674","+",645,47793,2.29375136572585,2044.66946087046
"YBR072C-A","NC_001134.8","382860","383021","-",162,18,0.00343953119795129,3.06602734073435
"YBR073W","NC_001134.8","383112","385988","+",2877,3474,0.0373793473879545,33.3202679302746
"YBR074W","NC_001134.8","386286","389216","+",2931,2575,0.027195883832317,24.2426419725413
