"Geneid","Chr","Start","End","Strand","Length","X.scratch_tmp.grp.msc_appbio.group8.output.alignment_SRR1166445.theAlignmentAligned.sortedByCoord.out.bam","rpkm","normalized_rpkm"
"YAL015C","NC_001133.9","126903","128102","-",1200,1811,0.043147782809605,35.2043515084093
"YAL014C","NC_001133.9","128252","129019","-",768,3097,0.115292555357319,94.0673976925246
"YAL013W","NC_001133.9","129270","130487","+",1218,3655,0.085794880312217,70.0001929985807
"YAL012W","NC_001133.9","130799","131983","+",1185,5225,0.126063460389147,102.855397958433
"YAL011W","NC_001133.9","132199","134076","+",1878,2550,0.038820924370414,31.6740601353263
"YAL010C","NC_001133.9","134184","135665","-",1482,1454,0.0280502982024675,22.8862873949468
"YAL009W","NC_001133.9","135854","136633","+",780,1748,0.0640719741334491,52.2764358295031
"YAL008W","NC_001133.9","136914","137510","+",597,4513,0.21612862081778,176.339719977526
"YAL007C","NC_001133.9","137698","138345","-",648,3459,0.152614864652661,124.518735165335
"YNCA0002W","NC_001133.9;NC_001133.9","139152;139219","139187;139254","+;+",72,1,0.000397089847318287,0.32398630138422
"YAL005C","NC_001133.9","139503","141431","-",1929,35641,0.528249303201408,430.99953098482
"YAL003W","NC_001133.9;NC_001133.9","142174;142620","142253;143160","+;+",621,39561,1.82136480576913,1486.05473264477
"YNCA0003W","NC_001133.9","142367","142468","+",102,591,0.165656541010664,135.159461730405
"YAL002W","NC_001133.9","143707","147531","+",3825,3990,0.0298237833562346,24.3332770357278
"YAL001C","NC_001133.9;NC_001133.9","147594;151097","151006;151166","-;-",3483,4873,0.0400003891675868,32.6363875275515
"YAR002W","NC_001133.9","152257","153876","+",1620,2851,0.0503156957646416,41.0526642331738
"YAR002C-A","NC_001133.9","154065","154724","-",660,7840,0.339620116688222,277.096647583885
"YAR003W","NC_001133.9","155005","156285","+",1281,2083,0.0464902005787723,37.9314360159249
"YAR007C","NC_001133.9","156754","158619","-",1866,5225,0.0800563775783169,65.3181385748893
"YAR008W","NC_001133.9","158966","159793","+",828,1854,0.0640177892980959,52.2322263275081
"YAR009C","NC_001133.9","160597","164187","-",3591,44,0.000350314852772022,0.285822501471793
"YAR010C","NC_001133.9","164544","165866","-",1323,7,0.000151272322787919,0.123423352908274
"YNCA0004W","NC_001133.9","166267","166339","+",73,1,0.000391650260368721,0.319548132872107
"YAR014C","NC_001133.9","166742","168871","-",2130,3876,0.0520265999393469,42.4485939436136
"YAR015W","NC_001133.9","169375","170295","+",921,11427,0.354726698525555,289.422134143386
"YAR018C","NC_001133.9","170396","171703","-",1308,1258,0.0274975611702608,22.43530828301
"YAR019C","NC_001133.9","172211","175135","-",2925,1485,0.0145151611881269,11.8429454167524
"YAR020C","NC_001133.9","176856","177023","-",168,1282,0.218172507540876,178.007330731959
"YAR023C","NC_001133.9","179281","179820","-",540,546,0.0289081408847713,23.5862027407712
"YNCA0005W","NC_001133.9;NC_001133.9","181141;181211","181178;181254","+;+",82,1,0.00034866425618191,0.284475776825169
"YNCA0006C","NC_001133.9","182522","182603","-",82,1,0.00034866425618191,0.284475776825169
"YAR027W","NC_001133.9","183770","184477","+",708,3212,0.12970704300878,105.82820339452
"YAR028W","NC_001133.9","184892","185596","+",705,1531,0.0620879546802686,50.6576708853693
"YAR029W","NC_001133.9","186321","186545","+",225,483,0.0613742068015144,50.075322741945
"YAR031W","NC_001133.9","186836","187732","+",897,476,0.0151717538988766,12.378660558573
"YAR033W","NC_001133.9","188107","188811","+",705,279,0.0113145260325245,9.23154159178186
"YAR035W","NC_001133.9","190193","192256","+",2064,9415,0.130416310901221,106.406896309271
"YAR035C-A","NC_001133.9","192337","192417","-",81,44,0.0155306251395597,12.6714642319162
"YAR042W","NC_001133.9","192619","196185","+",3567,3899,0.031251538732259,25.4981851457778
"YAR050W","NC_001133.9","203403","208016","+",4614,424,0.00262729927588484,2.14361807729897
"YAR061W","NC_001133.9","218140","219145","+",1006,0,0,0
"YAR064W","NC_001133.9","220198","220497","+",300,16,0.00152482501370222,1.2441073973154
"YAR066W","NC_001133.9","221049","221660","+",612,3,0.000140149357877042,0.114348106370901
"YAR068W","NC_001133.9","222406","222891","+",486,6,0.00035296875317181,0.28798782345264
"YAR071W","NC_001133.9","225460","226863","+",1404,161,0.00327853668811508,2.6749638216851
"YBL113C","NC_001134.8","280","2658","-",2379,488,0.00586471159116239,4.78502845121309
"YBL112C","NC_001134.8","2582","2899","-",318,0,0,0
"YBL111C","NC_001134.8;NC_001134.8","2907;4216","4116;5009","-;-",2004,2,2.85334022025116e-05,0.0232804527940757
"YBL108C-A","NC_001134.8","7605","7733","-",129,0,0,0
"YNCB0001W","NC_001134.8","9583","9666","+",84,0,0,0
"YBL107C","NC_001134.8","9961","10551","-",591,2956,0.143000721462683,116.674538910671
"YBL106C","NC_001134.8","10847","13879","-",3033,2822,0.0266014848458684,21.7041980416918
"YBL105C","NC_001134.8","14241","17696","-",3456,6057,0.0501077751084763,40.8830214059212
"YBL104C","NC_001134.8","18177","21293","-",3117,2730,0.0250407380137576,20.4307819698692
"YBL103C","NC_001134.8","22076","23536","-",1461,2676,0.0523669370722169,42.7262756059551
"YBL102W","NC_001134.8","24098","24745","+",648,3828,0.168895548392711,137.802173522088
"YBL101C","NC_001134.8","24946","28299","-",3354,3892,0.033176537082564,27.068794668781
"YBL100W-C","NC_001134.8","28427","28546","+",120,76,0.0181072970377139,14.7737753431204
"YBL100W-B","NC_001134.8","29935","35248","+",5314,210,0.0011298454067468,0.921842844736433
"YBL100W-A","NC_001134.8","29935","31251","+",1317,0,0,0
"YNCB0002W","NC_001134.8;NC_001134.8","36398;36453","36434;36488","+;+",73,0,0,0
"YBL099W","NC_001134.8","37053","38690","+",1638,39867,0.695858502990687,567.752170430096
"YBL098W","NC_001134.8","39145","40527","+",1383,4917,0.101648109983376,82.9348708324274
"YBL097W","NC_001134.8","40831","43095","+",2265,468,0.00590743465573377,4.81988627436762
"YBL095W","NC_001134.8","43277","44089","+",813,1437,0.0505344452188674,41.2311422957158
"YBL093C","NC_001134.8","44256","44918","-",663,8933,0.385216681204806,314.298964372695
"YBL092W","NC_001134.8","45978","46370","+",393,50047,3.64088346663908,2970.60319243531
"YBL091C-A","NC_001134.8;NC_001134.8","46565;47147","47058;47180","-;-",528,2525,0.136725254247092,111.554374226612
"YBL091C","NC_001134.8","47363","48628","-",1266,6882,0.155418331521011,126.806088689642
"YBL090W","NC_001134.8","48825","49358","+",534,2871,0.153713926065277,125.415461295384
"YBL089W","NC_001134.8","49574","50953","+",1380,1188,0.0246126646233456,20.0815161414497
"YBL088C","NC_001134.8","51019","59382","-",8364,3030,0.0103573793748156,8.45060395863001
"YBL087C","NC_001134.8;NC_001134.8","59822;60698","60193;60739","-;-",414,12797,0.883749352370802,721.052643271976
"YBL086C","NC_001134.8","61202","62602","-",1401,2473,0.0504669734861562,41.1760919909127
"YBL085W","NC_001134.8","63876","66818","+",2943,4614,0.044823793407378,36.5718114883619
"YBL084C","NC_001134.8","67169","69445","-",2277,2163,0.0271590621264649,22.159126320761
"YBL082C","NC_001134.8","69751","71127","-",1377,1512,0.0313934561644575,25.6139758270819
"YBL081W","NC_001134.8","71866","72972","+",1107,762,0.0196801602378234,16.0570771807984
"YBL080C","NC_001134.8","73070","74695","-",1626,1793,0.0315268824904068,25.7228385999368
"YBL079W","NC_001134.8","75259","79767","+",4509,3981,0.0252425498151553,20.5954405718256
"YBL078C","NC_001134.8","80378","80731","-",354,2714,0.219193595719694,178.840438364089
"YBL076C","NC_001134.8","81043","84261","-",3219,17921,0.159170486198494,129.867478257743
"YBL075C","NC_001134.8","84499","86448","-",1950,15946,0.233796727581689,190.75515920761
"YBL074C","NC_001134.8","86722","87789","-",1068,722,0.0193280136919418,15.7697601977128
"YNCB0003W","NC_001134.8","88190","88277","+",88,34,0.0110463175708542,9.01270983850648
"YBL072C","NC_001134.8","88523","89125","-",603,13584,0.644067878921983,525.496109612327
"YBL071C-B","NC_001134.8","89458","89556","-",99,45,0.0129956677304167,10.6031880453017
"YBL071W-A","NC_001134.8","89978","90226","+",249,932,0.107013321744764,87.3123564983401
"YBL071C","NC_001134.8","90223","90531","-",309,672,0.0621773306558187,50.7305929002398
"YBL069W","NC_001134.8","90741","92030","+",1290,1139,0.0252438327123086,20.5964872898582
"YBL068W","NC_001134.8","92414","93394","+",981,2082,0.0606782430911319,49.5074847326199
"YBL067C","NC_001134.8","93639","95882","-",2244,3743,0.0476890042303427,38.9095420132984
"YBL066C","NC_001134.8","96669","100115","-",3447,2478,0.0205532875541455,16.7694632862683
"YBL064C","NC_001134.8","100371","101156","-",786,26142,0.950905904298746,775.845791522407
"YBL063W","NC_001134.8","101886","105221","+",3336,997,0.00854457362107191,6.97153257151224
"YBL061C","NC_001134.8","105316","107406","-",2091,3162,0.0432343677665569,35.2749963263209
"YBL060W","NC_001134.8","107932","109995","+",2064,2045,0.0283272815499731,23.1122785929324
"YBL059C-A","NC_001134.8;NC_001134.8","110125;110506","110420;110539","-;-",330,2005,0.173708758663236,141.729280205533
"YBL059W","NC_001134.8;NC_001134.8","110594;110949","110879;111244","+;+",582,1077,0.052907105017954,43.1669995782439
"YBL058W","NC_001134.8","111437","112708","+",1272,9769,0.219575701044472,179.152198767308
"YBL057C","NC_001134.8","112801","113427","-",627,2005,0.0914256624543347,74.5943580029123
"YBL056W","NC_001134.8","113762","115168","+",1407,7020,0.142647542593145,116.386379652907
"YBL055C","NC_001134.8","115573","116829","-",1257,1120,0.0254744035702042,20.7846104563433
"YBL054W","NC_001134.8","117589","119166","+",1578,1830,0.0331562473274128,27.0522402220436
"YBL052C","NC_001134.8","119379","121874","-",2496,2653,0.0303888278346754,24.7942978145866
"YBL051C","NC_001134.8","122753","124759","-",2007,3573,0.0508987273351834,41.5283607119576
"YBL050W","NC_001134.8;NC_001134.8","125125;125271","125154;126119","+;+",879,7024,0.228463543008626,186.403804580704
"YBL049W","NC_001134.8","126828","127244","+",417,5121,0.351107414351127,286.469153851267
"YBL048W","NC_001134.8","127299","127610","+",312,1694,0.155231584928579,126.653721818047
"YBL047C","NC_001134.8","127895","132040","-",4146,10798,0.0744621042780236,60.7537611984974
"YBL046W","NC_001134.8","132424","133749","+",1326,2237,0.0482329405493759,39.3533406079547
"YBL045C","NC_001134.8","134143","135516","-",1374,21805,0.453722836023157,370.193255983384
"YBL044W","NC_001134.8","135998","136366","+",369,22,0.00170458080800045,1.3907704644786
"YBL043W","NC_001134.8","136688","137461","+",774,3255,0.120235111908932,98.1000382330824
"YBL042C","NC_001134.8","138341","140260","-",1920,8780,0.130741832229546,106.672489730754
"YBL041W","NC_001134.8","141247","141972","+",726,13126,0.516912529180148,421.749837220093
"YBL040C","NC_001134.8;NC_001134.8","142112;142847","142749;142868","-;-",660,4268,0.184885032911394,150.848021924493
"YBL039W-B","NC_001134.8","143393","143572","+",180,1263,0.200609790865198,163.677879459308
"YBL039C","NC_001134.8","143989","145728","-",1740,4616,0.0758468993884639,61.8836179526714
"YBL038W","NC_001134.8","146187","146885","+",699,4696,0.192075597219572,156.714815927928
"YBL037W","NC_001134.8","147209","150286","+",3078,2385,0.0221534335872307,18.0750252351196
"YBL036C","NC_001134.8","150447","151220","-",774,3633,0.134197899098357,109.492300737569
"YBL035C","NC_001134.8","151493","153610","-",2118,2075,0.0280100203915732,22.853424658547
"YBL034C","NC_001134.8","153848","158389","-",4542,1670,0.010512127530064,8.57686324932598
"YBL033C","NC_001134.8","158656","159693","-",1038,12789,0.352257714960941,287.407686131985
"YBL032W","NC_001134.8","160184","161329","+",1146,3601,0.089837939697999,73.2989322273032
"YBL031W","NC_001134.8","161699","162715","+",1017,1085,0.0305021227851569,24.8867353629649
"YBL030C","NC_001134.8","163041","163997","-",957,14843,0.443436083040401,361.800276221641
"YBL029C-A","NC_001134.8","164488","164772","-",285,2835,0.284399928542487,232.042399433498
"YBL029W","NC_001134.8","166134","167264","+",1131,9100,0.23003825637749,187.688615974307
"YBL028C","NC_001134.8","167518","167838","-",321,1478,0.131640851066115,107.406000772907
"YBL027W","NC_001134.8;NC_001134.8","168423;168809","168424;169376","+;+",570,39036,1.95799569851579,1597.53211715803
"YBL026W","NC_001134.8;NC_001134.8","170623;170805","170676;171038","+;+",288,2634,0.261483664459092,213.344979461509
"YBL025W","NC_001134.8","171481","171918","+",438,785,0.0512409090649077,41.8075473841007
"YBL024W","NC_001134.8","172534","174588","+",2055,4503,0.0626486043494626,51.1151059316721
"YBL023C","NC_001134.8","174920","177526","-",2607,2861,0.0313760382925924,25.5997645549437
"YBL022C","NC_001134.8","177874","181275","-",3402,8312,0.0698541970562878,56.9941616318653
"YBL021C","NC_001134.8","181660","182094","-",435,1742,0.114493326459882,93.4153054363549
"YBL020W","NC_001134.8","182401","184125","+",1725,3413,0.0565676931713661,46.153679859103
"YBL019W","NC_001134.8","184353","185915","+",1563,2235,0.0408827243956869,33.3562863843561
"YBL018C","NC_001134.8;NC_001134.8","185998;186428","186352;186474","-;-",402,2250,0.16002128175513,130.561643841402
"YBL017C","NC_001134.8","186844","191583","-",4740,9129,0.0550637956886375,44.9266472709348
"YBL016W","NC_001134.8","192451","193512","+",1062,2383,0.0641535665192866,52.3430071999048
"YBL015W","NC_001134.8","194122","195702","+",1581,12406,0.224347475331947,183.045497759664
"YNCB0004W","NC_001134.8","197494","197567","+",74,0,0,0
"YNCB0005C","NC_001134.8","197629","197699","-",71,0,0,0
"YBL014C","NC_001134.8","199064","201748","-",2685,2287,0.0243524776978839,19.8692291736057
"YBL013W","NC_001134.8","202056","203261","+",1206,407,0.00964869061842046,7.87238356199269
"YBL011W","NC_001134.8","203538","205817","+",2280,4289,0.0537826848994147,43.8813867359027
"YBL010C","NC_001134.8","206107","206949","-",843,1268,0.0430044065252317,35.0873705470626
"YBL009W","NC_001134.8","207194","209224","+",2031,1427,0.020087936618843,16.3897826437323
"YBL008W-A","NC_001134.8","209409","209648","+",240,9,0.00107214258775937,0.874763013737394
"YBL008W","NC_001134.8","209653","212175","+",2523,1791,0.0202954934567529,16.5591286310337
"YBL007C","NC_001134.8","212632","216366","-",3735,11322,0.0866670120739786,70.7117668293424
"YBL006C","NC_001134.8","216587","217129","-",543,2964,0.156062891595766,127.331986382695
"YBL005W","NC_001134.8","217470","220400","+",2931,2281,0.022250037463247,18.1538445066302
"YBL005W-B","NC_001134.8","221330","226598","+",5269,145,0.000786794079712073,0.641946666625784
"YBL005W-A","NC_001134.8","221330","222652","+",1323,0,0,0
"YNCB0006W","NC_001134.8","227075","227156","+",82,4,0.00139465702472764,1.13790310730067
"YBL004W","NC_001134.8","227636","235117","+",7482,3632,0.0138787200525423,11.3236719803768
"YBL003C","NC_001134.8","235394","235792","-",399,14698,1.05318975805429,859.299366811175
"YBL002W","NC_001134.8","236492","236887","+",396,14849,1.07207038960532,874.704107137142
"YBL001C","NC_001134.8","237153","237467","-",315,13441,1.21995077435545,995.359971864068
"YBR001C","NC_001134.8","238941","241283","-",2343,3795,0.0463085061379636,37.7831912036809
"YBR002C","NC_001134.8","241708","242568","-",861,3964,0.13162905823858,107.396378984283
"YBR003W","NC_001134.8","242809","244230","+",1422,3523,0.0708327864355607,57.7925944190687
"YBR004C","NC_001134.8","244366","245667","-",1302,1259,0.0276462369275791,22.5566130936073
"YBR005W","NC_001134.8","245906","246547","+",642,2377,0.105855988830905,86.3680865484438
"YBR006W","NC_001134.8","247010","248503","+",1494,5033,0.0963158169423102,78.5842436080375
"YBR007C","NC_001134.8","248806","251016","-",2211,3402,0.0439913050934104,35.8925828160363
"YBR008C","NC_001134.8","252563","254209","-",1647,2035,0.0353258071821951,28.8223879045634
"YBR009C","NC_001134.8","255373","255684","-",312,18267,1.6739169786838,1365.75179247359
"YBR010W","NC_001134.8","256331","256741","+",411,34671,2.41182518476595,1967.81238924828
"YBR011C","NC_001134.8","257112","257975","-",864,41941,1.38786210719802,1132.3591221963
"YBR012W-B","NC_001134.8","259869","265140","+",5272,141,0.000764654045898188,0.623882574289188
"YBR012W-A","NC_001134.8","259869","261191","+",1323,0,0,0
"YBR013C","NC_001134.8","265492","265881","-",390,1234,0.0904631762936798,73.809063859962
"YNCB0007W","NC_001134.8","266378","266450","+",73,0,0,0
"YBR014C","NC_001134.8","266725","267336","-",612,3178,0.148464886444413,121.132760682241
"YBR015C","NC_001134.8","267710","269503","-",1794,5146,0.0820103419785914,66.912381548757
"YBR016W","NC_001134.8","270247","270633","+",387,3220,0.23788452248649,194.090398224593
"YBR017C","NC_001134.8","270947","273703","-",2757,4866,0.0504610889327734,41.171290773509
"YBR018C","NC_001134.8","274427","275527","-",1101,606,0.0157364434315999,12.8393917365997
"YBR019C","NC_001134.8","276253","278352","-",2100,447,0.00608568554575797,4.96532148749987
"YNCB0008W","NC_001134.8","276805","280645","+",3841,309,0.00230004033406333,1.87660693392245
"YBR020W","NC_001134.8","279021","280607","+",1587,0,0,0
"YBR021W","NC_001134.8","281443","283344","+",1902,3666,0.0551065506726374,44.9615311372069
"YBR022W","NC_001134.8","283738","284271","+",534,2329,0.124695135425297,101.738979225687
"YBR023C","NC_001134.8","284428","287925","-",3498,4808,0.039297591476631,32.0629736615162
"YBR024W","NC_001134.8","289445","290350","+",906,2096,0.0661430717864208,53.9662480292444
"YBR025C","NC_001134.8","290681","291865","-",1185,22379,0.539937642114589,440.536067160149
"YBR026C","NC_001134.8","292877","294019","-",1143,6886,0.172243192984801,140.533522603574
"YBR027C","NC_001134.8","294024","294356","-",333,103,0.0088432982213586,7.21526249569182
"YBR028C","NC_001134.8","294425","296002","-",1578,3639,0.0659320131281176,53.7940449005556
"YBR029C","NC_001134.8","296369","297742","-",1374,3748,0.0779891396200317,63.6314755067977
"YBR030W","NC_001134.8","298292","299950","+",1659,2448,0.0421877445020687,34.4210545731025
"YBR031W","NC_001134.8","300166","301254","+",1089,9109,0.239146540113869,195.120080615462
"YBR032W","NC_001134.8","301519","301821","+",303,105,0.00990758826972359,8.0836186087944
"YBR033W","NC_001134.8","301944","304703","+",2760,3203,0.0331794464598384,27.071168434791
"YBR034C","NC_001134.8","304930","305976","-",1047,9554,0.260891443067891,212.861784991966
"YBR035C","NC_001134.8","306269","306955","-",687,6831,0.284281650343883,231.945896044256
"YNCB0009C","NC_001134.8","307185","307345","-",161,14,0.00248612773973188,2.02843597388381
"YNCB0010W","NC_001134.8","307587","308887","+",1301,2639,0.0579940412830538,47.3174397797178
"YBR036C","NC_001134.8","309081","310313","-",1233,8264,0.191623386758442,156.345856621267
"YBR037C","NC_001134.8","310565","311452","-",888,2573,0.0828415278770231,67.5905475779674
"YBR038W","NC_001134.8","311898","314789","+",2892,2625,0.0259508925114648,21.1733786174335
"YBR039W","NC_001134.8","315575","316510","+",936,29263,0.893849246313463,729.293164415879
"YBR040W","NC_001134.8","316968","317864","+",897,986,0.0314272045048158,25.6415111570441
"YBR041W","NC_001134.8","318266","320275","+",2010,2765,0.0393296750269276,32.0891506863535
"YBR042C","NC_001134.8","320416","321609","-",1194,2847,0.0681717464511655,55.6214472386457
"YBR043C","NC_001134.8","321876","323945","-",2070,4447,0.0614211669921537,50.1136376436739
"YBR044C","NC_001134.8","324341","326059","-",1719,2402,0.0399501492464303,32.5953966879538
"YNCB0011C","NC_001134.8","326792","326865","-",74,0,0,0
"YBR045C","NC_001134.8","328173","330092","-",1920,1250,0.0186135865930447,15.1868578773853
"YBR046C","NC_001134.8","330507","331511","-",1005,2481,0.0705800533394629,57.5863890436477
"YBR047W","NC_001134.8","331833","332360","+",528,1006,0.0544735072366631,44.4450298898898
"YBR048W","NC_001134.8;NC_001134.8","332831;333387","332875;333812","+;+",471,14460,0.877745609002154,716.154178550189
"YBR049C","NC_001134.8","334386","336818","-",2433,6065,0.0712705279601107,58.1497484950519
"YBR050C","NC_001134.8","337183","338199","-",1017,5573,0.156671272149013,127.828365140832
"YBR052C","NC_001134.8","338720","339352","-",633,8234,0.371901930178438,303.435435707791
"YBR053C","NC_001134.8","339675","340751","-",1077,5046,0.133953116628506,109.292582292018
"YBR054W","NC_001134.8","343101","344135","+",1035,21846,0.603466073357585,492.369025394064
"YBR055C","NC_001134.8","344602","347301","-",2700,3083,0.0326460799808607,26.6359937911347
"YNCB0012W","NC_001134.8","347603","347686","+",84,1,0.000340362726272817,0.277702544043617
"YBR056W","NC_001134.8","347879","349384","+",1506,6498,0.123360469858529,100.650023253928
"YNCB0013W","NC_001134.8","350827","350898","+",72,3,0.00119126954195486,0.97195890415266
"YBR056W-A","NC_001134.8","351255","351455","+",201,900,0.128017025404104,104.449315073122
"YBR057C","NC_001134.8","352193","353293","-",1101,3762,0.0976905943724072,79.7059269192873
"YBR058C","NC_001134.8","353672","356017","-",2346,3945,0.048077323202168,39.2263721420178
"YBR058C-A","NC_001134.8","356324","356566","-",243,4885,0.574750786414764,468.940172522049
"YBR059C","NC_001134.8","356861","360187","-",3327,5995,0.0515178424095177,42.0334977846362
"YBR060C","NC_001134.8","360652","362514","-",1863,2111,0.0323963929541605,26.4322737090662
"YBR061C","NC_001134.8","364787","365719","-",933,2277,0.0697754532998383,56.9299144631667
"YBR062C","NC_001134.8;NC_001134.8","365976;366585","366502;366600","-;-",543,2163,0.113888000850756,92.9214192124731
"YBR063C","NC_001134.8","366970","368184","-",1215,2289,0.0538630317340182,43.9469418588728
"YBR065C","NC_001134.8","368584","369678","-",1095,1604,0.0418804678420952,34.1703470084573
"YBR066C","NC_001134.8","370037","370699","-",663,15968,0.688586137409419,561.818634624784
"YBR067C","NC_001134.8","372103","372735","-",633,124082,5.60436425800352,4572.61060644816
"YBR068C","NC_001134.8","373861","375690","-",1830,29919,0.467430733452425,381.377553486471
"YBR069C","NC_001134.8","376574","378433","-",1860,137,0.00210585712577827,1.7181725144376
"YNCB0014W","NC_001134.8","376610","378633","+",2024,210,0.00296640241672554,2.42029292338409
"YBR070C","NC_001134.8","379221","379934","-",714,1202,0.0481312937623442,39.2704068165209
"YBR071W","NC_001134.8","380411","381046","+",636,6458,0.290310139696018,236.864551057278
"YBR072W","NC_001134.8","382030","382674","+",645,162446,7.20063151674043,5875.0078565203
"YBR072C-A","NC_001134.8","382860","383021","-",162,22,0.00388265628488991,3.16786605797904
"YBR073W","NC_001134.8","383112","385988","+",2877,3746,0.0372262415362912,30.3729556200698
"YBR074W","NC_001134.8","386286","389216","+",2931,2309,0.0225231637451281,18.3766887180224
"YBR076W","NC_001134.8","390227","391291","+",1065,1072,0.0287783875825489,23.4803367944034
