"Geneid","Chr","Start","End","Strand","Length","X.scratch_tmp.grp.msc_appbio.group8.output.alignment_SRR1166443.theAlignmentAligned.sortedByCoord.out.bam","rpkm","normalized_rpkm"
"YAL018C","NC_001133.9","118564","119541","-",978,464,0.01324771664119,11.8636607797501
"YAL017W","NC_001133.9","120225","124295","+",4071,4087,0.0280327329547449,25.1040117713856
"YAL016W","NC_001133.9","124879","126786","+",1908,8194,0.119916651727794,107.388353515855
"YAL015C","NC_001133.9","126903","128102","-",1200,2413,0.0561484769568559,50.2823620067945
"YAL014C","NC_001133.9","128252","129019","-",768,3497,0.127144130697087,113.860741256838
"YAL013W","NC_001133.9","129270","130487","+",1218,4357,0.09988543750131,89.4499014017274
"YAL012W","NC_001133.9","130799","131983","+",1185,38402,0.904893351769552,810.354573396182
"YAL011W","NC_001133.9","132199","134076","+",1878,1976,0.0293800991346784,26.3106118020006
"YAL010C","NC_001133.9","134184","135665","-",1482,1879,0.035403033904385,31.704300159147
"YAL009W","NC_001133.9","135854","136633","+",780,1827,0.0654042318213368,58.571121416949
"YAL008W","NC_001133.9","136914","137510","+",597,3599,0.168333060718199,150.746455745327
"YAL007C","NC_001133.9","137698","138345","-",648,3709,0.159824638941059,143.12695176068
"YNCA0002W","NC_001133.9;NC_001133.9","139152;139219","139187;139254","+;+",72,1,0.000387819291040585,0.347301851131334
"YAL005C","NC_001133.9","139503","141431","-",1929,18417,0.266592891437429,238.740585715177
"YAL003W","NC_001133.9;NC_001133.9","142174;142620","142253;143160","+;+",621,24046,1.08121770114341,968.257427513514
"YNCA0003W","NC_001133.9","142367","142468","+",102,383,0.104848085977796,93.8940769293889
"YAL002W","NC_001133.9","143707","147531","+",3825,3789,0.0276601843529934,24.7703852035129
"YAL001C","NC_001133.9;NC_001133.9","147594;151097","151006;151166","-;-",3483,4707,0.0377357189235769,33.7932777938024
"YAR002W","NC_001133.9","152257","153876","+",1620,3707,0.0638953827505532,57.2199094286158
"YAR002C-A","NC_001133.9","154065","154724","-",660,7012,0.296660603866536,265.666972378136
"YAR003W","NC_001133.9","155005","156285","+",1281,2628,0.0572846330784819,51.2998181605515
"YAR007C","NC_001133.9","156754","158619","-",1866,3121,0.0467029198972733,41.8236299954042
"YAR008W","NC_001133.9","158966","159793","+",828,1340,0.0451893782603812,40.4682156970424
"YAR009C","NC_001133.9","160597","164187","-",3591,149,0.00115859798225658,1.03755339987105
"YAR010C","NC_001133.9","164544","165866","-",1323,13,0.00027437555284504,0.245710153181352
"YNCA0004W","NC_001133.9","166267","166339","+",73,11,0.00420757367813895,3.76798720679475
"YAR014C","NC_001133.9","166742","168871","-",2130,5419,0.0710397545289779,63.6178726066715
"YAR015W","NC_001133.9","169375","170295","+",921,14994,0.454589898360588,407.096595898102
"YAR018C","NC_001133.9","170396","171703","-",1308,1641,0.0350318232989504,31.3718718003589
"YAR019C","NC_001133.9","172211","175135","-",2925,1587,0.0151500114432347,13.5672132368105
"YAR020C","NC_001133.9","176856","177023","-",168,364,0.0604998094023312,54.1790887764881
"YAR023C","NC_001133.9","179281","179820","-",540,720,0.0372306519398961,33.3409777086081
"YNCA0005W","NC_001133.9;NC_001133.9","181141;181211","181178;181254","+;+",82,1,0.000340524255547831,0.304947966847025
"YNCA0006C","NC_001133.9","182522","182603","-",82,1,0.000340524255547831,0.304947966847025
"YAR027W","NC_001133.9","183770","184477","+",708,3127,0.123326534550906,110.441988659764
"YAR028W","NC_001133.9","184892","185596","+",705,2621,0.103810147589859,92.9645772066614
"YAR029W","NC_001133.9","186321","186545","+",225,568,0.0704900343395367,63.1255844616313
"YAR031W","NC_001133.9","186836","187732","+",897,521,0.0162183692815099,14.5239543362749
"YAR033W","NC_001133.9","188107","188811","+",705,346,0.0137040484800043,12.2723173267855
"YAR035W","NC_001133.9","190193","192256","+",2064,11728,0.158663185301999,142.086841048894
"YAR035C-A","NC_001133.9","192337","192417","-",81,46,0.0158574999003261,14.2007868018145
"YAR042W","NC_001133.9","192619","196185","+",3567,3729,0.0291911482514451,26.1414015717829
"YAR050W","NC_001133.9","203403","208016","+",4614,427,0.00258411709660853,2.31414133315599
"YAR061W","NC_001133.9","218140","219145","+",1006,1,2.77564502534017e-05,0.0248565937191412
"YAR064W","NC_001133.9","220198","220497","+",300,19,0.00176845596714507,1.58369644115888
"YAR066W","NC_001133.9","221049","221660","+",612,5,0.000228128994729756,0.204295206547844
"YAR068W","NC_001133.9","222406","222891","+",486,9,0.000517092388054113,0.463069134841779
"YAR071W","NC_001133.9","225460","226863","+",1404,194,0.00385830474163454,3.45520815997327
"YBL113C","NC_001134.8","280","2658","-",2379,354,0.00415499709543608,3.72090356521036
"YBL112C","NC_001134.8","2582","2899","-",318,0,0,0
"YBL111C","NC_001134.8;NC_001134.8","2907;4216","4116;5009","-;-",2004,1,1.3933627223015e-05,0.0124779108190898
"YBL108C-A","NC_001134.8","7605","7733","-",129,0,0,0
"YNCB0001W","NC_001134.8","9583","9666","+",84,13,0.00432141495730937,3.86993491260629
"YBL107C","NC_001134.8","9961","10551","-",591,2858,0.135031983812466,120.92451052183
"YBL106C","NC_001134.8","10847","13879","-",3033,3713,0.0341833359675654,30.6120302255346
"YBL105C","NC_001134.8","14241","17696","-",3456,4307,0.0347987018023291,31.1631056838053
"YBL104C","NC_001134.8","18177","21293","-",3117,2634,0.0235961350360169,21.1309276430399
"YBL103C","NC_001134.8","22076","23536","-",1461,4111,0.0785704364090929,70.3617861191416
"YBL102W","NC_001134.8","24098","24745","+",648,5055,0.217825168467795,195.067873052099
"YBL101C","NC_001134.8","24946","28299","-",3354,2752,0.0229111704245515,20.5175247437588
"YBL100W-C","NC_001134.8","28427","28546","+",120,57,0.013263419753588,11.8777233086916
"YBL100W-B","NC_001134.8","29935","35248","+",5314,523,0.0027481601850629,2.46104601170522
"YBL100W-A","NC_001134.8","29935","31251","+",1317,0,0,0
"YNCB0002W","NC_001134.8;NC_001134.8","36398;36453","36434;36488","+;+",73,0,0,0
"YBL099W","NC_001134.8","37053","38690","+",1638,11454,0.195256358662807,174.85694078498
"YBL098W","NC_001134.8","39145","40527","+",1383,7846,0.158411982169428,141.861882376214
"YBL097W","NC_001134.8","40831","43095","+",2265,427,0.00526406899944889,4.71410512634955
"YBL095W","NC_001134.8","43277","44089","+",813,917,0.0314949334214804,28.2044986704738
"YBL093C","NC_001134.8","44256","44918","-",663,7962,0.335328564191689,300.295095606264
"YBL092W","NC_001134.8","45978","46370","+",393,38837,2.75940234616364,2471.11364746033
"YBL091C-A","NC_001134.8;NC_001134.8","46565;47147","47058;47180","-;-",528,1989,0.105187168619962,94.197733895485
"YBL091C","NC_001134.8","47363","48628","-",1266,9735,0.214715874783702,192.283422981812
"YBL090W","NC_001134.8","48825","49358","+",534,1998,0.104475902494259,93.5607773339872
"YBL089W","NC_001134.8","49574","50953","+",1380,1551,0.0313830114993364,28.1042697967669
"YBL088C","NC_001134.8","51019","59382","-",8364,2442,0.0081525512945863,7.30081308863172
"YBL087C","NC_001134.8;NC_001134.8","59822;60698","60193;60739","-;-",414,10586,0.713992176514023,639.39780801327
"YBL086C","NC_001134.8","61202","62602","-",1401,1907,0.0380079514182987,34.0370687849655
"YBL085W","NC_001134.8","63876","66818","+",2943,4459,0.0423066964831796,37.8867022432934
"YBL084C","NC_001134.8","67169","69445","-",2277,2205,0.0270400485927111,24.2150381579317
"YBL082C","NC_001134.8","69751","71127","-",1377,1837,0.037250930072761,33.3591372825234
"YBL081W","NC_001134.8","71866","72972","+",1107,1270,0.0320345040404255,28.6876976219053
"YBL080C","NC_001134.8","73070","74695","-",1626,1626,0.0279229889549221,25.005733281456
"YBL079W","NC_001134.8","75259","79767","+",4509,3305,0.0204669502098065,18.3286645587075
"YBL078C","NC_001134.8","80378","80731","-",354,2064,0.162805223737173,145.796139810523
"YBL076C","NC_001134.8","81043","84261","-",3219,23846,0.206850448778836,185.239737753837
"YBL075C","NC_001134.8","84499","86448","-",1950,2651,0.0379609454971787,33.9949738098154
"YBL074C","NC_001134.8","86722","87789","-",1068,1010,0.0264065719517522,23.6477440208526
"YNCB0003W","NC_001134.8","88190","88277","+",88,14,0.00444229369737397,3.97818484023164
"YBL072C","NC_001134.8","88523","89125","-",603,11386,0.527249008691116,472.164642027626
"YBL071C-B","NC_001134.8","89458","89556","-",99,91,0.0256665858070496,22.9850679657828
"YBL071W-A","NC_001134.8","89978","90226","+",249,1046,0.117298981714251,105.044164708446
"YBL071C","NC_001134.8","90223","90531","-",309,811,0.0732865502991645,65.6299342759251
"YBL069W","NC_001134.8","90741","92030","+",1290,1469,0.0317975742440159,28.4755210778751
"YBL068W","NC_001134.8","92414","93394","+",981,2290,0.0651821046959955,58.3722010341838
"YBL067C","NC_001134.8","93639","95882","-",2244,3048,0.0379274823237979,33.9650067031542
"YBL066C","NC_001134.8","96669","100115","-",3447,1256,0.0101744340375347,9.11145953046382
"YBL064C","NC_001134.8","100371","101156","-",786,8992,0.319444677713307,286.070678965462
"YBL063W","NC_001134.8","101886","105221","+",3336,1072,0.0089728549639318,8.03541549092352
"YBL061C","NC_001134.8","105316","107406","-",2091,4444,0.0593446977119435,53.1446574379678
"YBL060W","NC_001134.8","107932","109995","+",2064,2407,0.0325632918674891,29.1612403141786
"YBL059C-A","NC_001134.8;NC_001134.8","110125;110506","110420;110539","-;-",330,1295,0.109576577868558,98.1285593923806
"YBL059W","NC_001134.8;NC_001134.8","110594;110949","110879;111244","+;+",582,721,0.0345918815060118,30.977892948333
"YBL058W","NC_001134.8","111437","112708","+",1272,8332,0.182904358468877,163.795416431676
"YBL057C","NC_001134.8","112801","113427","-",627,3039,0.135339654599694,121.20003738811
"YBL056W","NC_001134.8","113762","115168","+",1407,7311,0.145092375443806,129.933842232214
"YBL055C","NC_001134.8","115573","116829","-",1257,1869,0.0415179525511133,37.1803623731435
"YBL054W","NC_001134.8","117589","119166","+",1578,1920,0.033974739412833,30.4252268063344
"YBL052C","NC_001134.8","119379","121874","-",2496,2710,0.0303170272707688,27.1496543240168
"YBL051C","NC_001134.8","122753","124759","-",2007,3447,0.0479574204920859,42.947066577568
"YBL050W","NC_001134.8;NC_001134.8","125125;125271","125154;126119","+;+",879,5637,0.179069270465183,160.360999439781
"YBL049W","NC_001134.8","126828","127244","+",417,4106,0.27494434687988,246.219522430836
"YBL048W","NC_001134.8","127299","127610","+",312,1436,0.128517346600218,115.090490359522
"YBL047C","NC_001134.8","127895","132040","-",4146,9036,0.0608567602982818,54.4987472096567
"YBL046W","NC_001134.8","132424","133749","+",1326,2442,0.0514237850889289,46.0512825590616
"YBL045C","NC_001134.8","134143","135516","-",1374,5536,0.112504852150254,100.750902071427
"YBL044W","NC_001134.8","135998","136366","+",369,38,0.00287553815795946,2.57511616448599
"YBL043W","NC_001134.8","136688","137461","+",774,1543,0.0556655968442439,49.8499308181998
"YBL042C","NC_001134.8","138341","140260","-",1920,3841,0.0558605211332582,50.0244903823295
"YBL041W","NC_001134.8","141247","141972","+",726,7568,0.291076006075552,260.665825721845
"YBL040C","NC_001134.8;NC_001134.8","142112;142847","142749;142868","-;-",660,4728,0.200030139058897,179.131980234431
"YBL039W-B","NC_001134.8","143393","143572","+",180,627,0.0972650781929787,87.1033042637386
"YBL039C","NC_001134.8","143989","145728","-",1740,4015,0.0644314946287427,57.7000109914058
"YBL038W","NC_001134.8","146187","146885","+",699,2501,0.0999075756455797,89.4697266622626
"YBL037W","NC_001134.8","147209","150286","+",3078,1892,0.0171638385648839,15.3706456687833
"YBL036C","NC_001134.8","150447","151220","-",774,6357,0.229336486804186,205.376545827153
"YBL035C","NC_001134.8","151493","153610","-",2118,1916,0.0252598899138955,22.6208616464919
"YBL034C","NC_001134.8","153848","158389","-",4542,1519,0.00933840163419786,8.36277165445437
"YBL033C","NC_001134.8","158656","159693","-",1038,7604,0.204553379588851,183.182654982844
"YBL032W","NC_001134.8","160184","161329","+",1146,3750,0.0913710371561587,81.8250434602619
"YBL031W","NC_001134.8","161699","162715","+",1017,1351,0.037093370774926,33.218039000243
"YBL030C","NC_001134.8","163041","163997","-",957,2614,0.0762703167483452,68.3019715754714
"YBL029C-A","NC_001134.8","164488","164772","-",285,1420,0.139125067775401,124.589969332167
"YBL029W","NC_001134.8","166134","167264","+",1131,5347,0.132010806314738,118.218970694912
"YBL028C","NC_001134.8","167518","167838","-",321,1456,0.126653806599273,113.421643793769
"YBL027W","NC_001134.8;NC_001134.8","168423;168809","168424;169376","+;+",570,32355,1.58499703094124,1419.40438652897
"YBL026W","NC_001134.8;NC_001134.8","170623;170805","170676;171038","+;+",288,1920,0.186153259699481,166.70488854304
"YBL025W","NC_001134.8","171481","171918","+",438,1086,0.0692337123402863,62.0005167663499
"YBL024W","NC_001134.8","172534","174588","+",2055,4241,0.0576259835317881,51.6055060081047
"YBL023C","NC_001134.8","174920","177526","-",2607,2457,0.0263163727895066,23.5669684206128
"YBL022C","NC_001134.8","177874","181275","-",3402,6446,0.0529075798951875,47.3800578284144
"YBL021C","NC_001134.8","181660","182094","-",435,1323,0.0849244008904872,76.0519198422215
"YBL020W","NC_001134.8","182401","184125","+",1725,2997,0.0485131582016821,43.4447435620428
"YBL019W","NC_001134.8","184353","185915","+",1563,1746,0.0311922832471491,27.933467888306
"YBL018C","NC_001134.8;NC_001134.8","185998;186428","186352;186474","-;-",402,1731,0.120235556917836,107.67394107015
"YBL017C","NC_001134.8","186844","191583","-",4740,8904,0.0524528045684866,46.9727951768111
"YBL016W","NC_001134.8","192451","193512","+",1062,3090,0.0812448548688412,72.7567945759879
"YBL015W","NC_001134.8","194122","195702","+",1581,4630,0.0817732061108725,73.2299462954722
"YNCB0004W","NC_001134.8","197494","197567","+",74,0,0,0
"YNCB0005C","NC_001134.8","197629","197699","-",71,0,0,0
"YBL014C","NC_001134.8","199064","201748","-",2685,2100,0.0218392092384866,19.5575567564461
"YBL013W","NC_001134.8","202056","203261","+",1206,415,0.00960865706160255,8.60479213250768
"YBL011W","NC_001134.8","203538","205817","+",2280,4694,0.0574870658571949,51.4811017645415
"YBL010C","NC_001134.8","206107","206949","-",843,1439,0.0476645090226962,42.6847570486539
"YBL009W","NC_001134.8","207194","209224","+",2031,1406,0.019330242476918,17.3107144233024
"YBL008W-A","NC_001134.8","209409","209648","+",240,17,0.00197787838430698,1.7712394407698
"YBL008W","NC_001134.8","209653","212175","+",2523,1777,0.0196667266638512,17.6120444079062
"YBL007C","NC_001134.8","212632","216366","-",3735,8629,0.0645107019255751,57.7709431019235
"YBL006C","NC_001134.8","216587","217129","-",543,2808,0.144397335148105,129.311416306314
"YBL005W","NC_001134.8","217470","220400","+",2931,3483,0.0331817709075379,29.715103725456
"YBL005W-B","NC_001134.8","221330","226598","+",5269,476,0.00252255508493887,2.25901101574741
"YBL005W-A","NC_001134.8","221330","222652","+",1323,0,0,0
"YNCB0006W","NC_001134.8","227075","227156","+",82,1,0.000340524255547831,0.304947966847025
"YBL004W","NC_001134.8","227636","235117","+",7482,2361,0.00881130405273605,7.89074261928866
"YBL003C","NC_001134.8","235394","235792","-",399,22157,1.55060066735391,1388.60158475494
"YBL002W","NC_001134.8","236492","236887","+",396,22483,1.58533474917554,1419.70682163378
"YBL001C","NC_001134.8","237153","237467","-",315,7958,0.705432209851651,631.732144297864
"YBR001C","NC_001134.8","238941","241283","-",2343,4044,0.0481948644189949,43.1597035382878
"YBR002C","NC_001134.8","241708","242568","-",861,3475,0.112697313145592,100.923255694611
"YBR003W","NC_001134.8","242809","244230","+",1422,3904,0.0766605828973389,68.6514646489482
"YBR004C","NC_001134.8","244366","245667","-",1302,1684,0.0361154480799453,32.3422848279355
"YBR005W","NC_001134.8","245906","246547","+",642,2063,0.0897276109252403,80.353314267358
"YBR006W","NC_001134.8","247010","248503","+",1494,5015,0.0937307828707727,83.938254622826
"YBR007C","NC_001134.8","248806","251016","-",2211,5151,0.0650526079180478,58.2562334386161
"YBR008C","NC_001134.8","252563","254209","-",1647,3145,0.053319854440334,47.7492599697506
"YBR009C","NC_001134.8","255373","255684","-",312,30661,2.74406014213739,2457.37432097027
"YBR010W","NC_001134.8","256331","256741","+",411,32288,2.19361914203534,1964.44067199916
"YBR011C","NC_001134.8","257112","257975","-",864,63170,2.04154538458614,1828.2548279972
"YBR012W-B","NC_001134.8","259869","265140","+",5272,309,0.00163660917812423,1.46562435204285
"YBR012W-A","NC_001134.8","259869","261191","+",1323,0,0,0
"YBR013C","NC_001134.8","265492","265881","-",390,1044,0.0747476935100992,66.9384244765131
"YNCB0007W","NC_001134.8","266378","266450","+",73,1,0.000382506698012632,0.342544291526795
"YBR014C","NC_001134.8","266725","267336","-",612,3054,0.139341189980935,124.783512159423
"YBR015C","NC_001134.8","267710","269503","-",1794,4300,0.0669280114304153,59.9357040748389
"YBR016W","NC_001134.8","270247","270633","+",387,3513,0.253471473381502,226.990028469651
"YBR017C","NC_001134.8","270947","273703","-",2757,4882,0.0494450606013528,44.2792854117042
"YBR018C","NC_001134.8","274427","275527","-",1101,742,0.0188182178061328,16.8521835557133
"YBR019C","NC_001134.8","276253","278352","-",2100,559,0.00743283372657212,6.65628804968282
"YNCB0008W","NC_001134.8","276805","280645","+",3841,254,0.00184650851198912,1.65359444246025
"YBR020W","NC_001134.8","279021","280607","+",1587,0,0,0
"YBR021W","NC_001134.8","281443","283344","+",1902,1596,0.02343064688331,20.9827288733985
"YBR022W","NC_001134.8","283738","284271","+",534,1803,0.0942793054039786,84.4294702368263
"YBR023C","NC_001134.8","284428","287925","-",3498,4372,0.0348997449144996,31.253592311757
"YBR024W","NC_001134.8","289445","290350","+",906,1764,0.0543666142566033,48.6866595016429
"YBR025C","NC_001134.8","290681","291865","-",1185,16570,0.390450571293721,349.658228247871
"YBR026C","NC_001134.8","292877","294019","-",1143,5116,0.12498163735204,111.924174512624
"YBR027C","NC_001134.8","294024","294356","-",333,133,0.011152425018032,9.98727485415512
"YBR028C","NC_001134.8","294425","296002","-",1578,3498,0.0618977283677551,55.4309600877904
"YBR029C","NC_001134.8","296369","297742","-",1374,2593,0.0526960046289032,47.1905868987013
"YBR030W","NC_001134.8","298292","299950","+",1659,2100,0.0353455556391419,31.652826938552
"YBR031W","NC_001134.8","300166","301254","+",1089,11170,0.286409354110634,256.486722455339
"YBR032W","NC_001134.8","301519","301821","+",303,138,0.0127174009101625,11.3887498113562
"YBR033W","NC_001134.8","301944","304703","+",2760,1828,0.0184939216701441,16.5617682748194
"YBR034C","NC_001134.8","304930","305976","-",1047,6411,0.170978301996185,153.115335307941
"YBR035C","NC_001134.8","306269","306955","-",687,10094,0.410268778036366,367.405926845731
"YNCB0009C","NC_001134.8","307185","307345","-",161,48,0.00832486627227491,7.45512545037199
"YNCB0010W","NC_001134.8","307587","308887","+",1301,3655,0.0784462141662108,70.2505420013235
"YBR036C","NC_001134.8","309081","310313","-",1233,7853,0.177842037520684,159.261981718795
"YBR037C","NC_001134.8","310565","311452","-",888,2237,0.0703420341127936,62.9930465660103
"YBR038W","NC_001134.8","311898","314789","+",2892,2983,0.0288016168923004,25.7925665209486
"YBR039W","NC_001134.8","315575","316510","+",936,6893,0.205633721010981,184.150127680637
"YBR040W","NC_001134.8","316968","317864","+",897,570,0.0177437053559706,15.889930847748
"YBR041W","NC_001134.8","318266","320275","+",2010,3303,0.0458853893124914,41.091510959527
"YBR042C","NC_001134.8","320416","321609","-",1194,3087,0.0721928533533036,64.6505013734127
"YBR043C","NC_001134.8","321876","323945","-",2070,5696,0.0768354324092929,68.8080467493592
"YBR044C","NC_001134.8","324341","326059","-",1719,2604,0.0422986988008244,37.8795401192039
"YNCB0011C","NC_001134.8","326792","326865","-",74,0,0,0
"YBR045C","NC_001134.8","328173","330092","-",1920,1286,0.0187025853104322,16.7486317708086
"YBR046C","NC_001134.8","330507","331511","-",1005,3951,0.10977485508547,98.3061215870974
"YBR047W","NC_001134.8","331833","332360","+",528,2867,0.151619714647276,135.779237344573
"YBR048W","NC_001134.8;NC_001134.8","332831;333387","332875;333812","+;+",471,12629,0.748703667753102,670.482814461801
"YBR049C","NC_001134.8","334386","336818","-",2433,4891,0.0561328972373712,50.2684099792855
"YBR050C","NC_001134.8","337183","338199","-",1017,302,0.00829178236419516,7.42549798525047
"YBR052C","NC_001134.8","338720","339352","-",633,6041,0.266481479110086,238.640813196329
"YBR053C","NC_001134.8","339675","340751","-",1077,4350,0.112780874609017,100.998087069948
"YBR054W","NC_001134.8","343101","344135","+",1035,14079,0.37983358598681,340.150453014125
"YBR055C","NC_001134.8","344602","347301","-",2700,3776,0.0390508171458466,34.9709810632511
"YNCB0012W","NC_001134.8","347603","347686","+",84,1,0.000332416535177644,0.297687300969715
"YBR056W","NC_001134.8","347879","349384","+",1506,6296,0.116735151699993,104.539240863245
"YNCB0013W","NC_001134.8","350827","350898","+",72,1,0.000387819291040585,0.347301851131334
"YBR056W-A","NC_001134.8","351255","351455","+",201,481,0.06682068501153,59.839590588957
"YBR057C","NC_001134.8","352193","353293","-",1101,3551,0.0900586137864926,80.6497355880567
"YBR058C","NC_001134.8","353672","356017","-",2346,3323,0.0395516164949728,35.4194593752253
"YBR058C-A","NC_001134.8","356324","356566","-",243,4842,0.556391409546226,498.262389089754
"YBR059C","NC_001134.8","356861","360187","-",3327,5405,0.0453633168925019,40.6239820818365
"YBR060C","NC_001134.8","360652","362514","-",1863,2023,0.0303210985806803,27.1533002836208
"YBR061C","NC_001134.8","364787","365719","-",933,2044,0.0611731933803438,54.7821209295779
"YBR062C","NC_001134.8;NC_001134.8","365976;366585","366502;366600","-;-",543,1704,0.0876257332950042,78.4710304081052
"YBR063C","NC_001134.8","366970","368184","-",1215,2283,0.0524676409745573,46.9860815486125
"YBR065C","NC_001134.8","368584","369678","-",1095,1726,0.0440137707179868,39.4154298116832
"YBR066C","NC_001134.8","370037","370699","-",663,15563,0.65545320830385,586.974701446909
"YBR067C","NC_001134.8","372103","372735","-",633,128880,5.68517348579836,5091.21470033816
"YBR068C","NC_001134.8","373861","375690","-",1830,26723,0.407751931061412,365.152027584891
"YBR069C","NC_001134.8","376574","378433","-",1860,87,0.001306075289827,1.16962300832617
"YNCB0014W","NC_001134.8","376610","378633","+",2024,216,0.00297992372246204,2.66859604189452
"YBR070C","NC_001134.8","379221","379934","-",714,1410,0.055142037011821,49.3810699255645
"YBR071W","NC_001134.8","380411","381046","+",636,4235,0.185933739346061,166.50830258957
"YBR072W","NC_001134.8","382030","382674","+",645,42591,1.84382639159548,1651.19253672945
"YBR072C-A","NC_001134.8","382860","383021","-",162,22,0.00379201084573016,3.39584032217304
"YBR073W","NC_001134.8","383112","385988","+",2877,3997,0.0387932522950378,34.7403253131664
"YBR074W","NC_001134.8","386286","389216","+",2931,2764,0.0263320168786778,23.5809780927822
